ADC Channel - Charge distribution	Counts - Charge distribution
191,5	3035
192,5	2793
193,5	2406
194,5	2339
195,5	2154
196,5	1906
197,5	1690
198,5	1433
199,5	1305
200,5	1238
201,5	1054
202,5	997
203,5	840
204,5	749
205,5	707
206,5	579
207,5	567
208,5	474
209,5	436
210,5	387
211,5	348
212,5	338
213,5	315
214,5	242
215,5	251
216,5	266
217,5	212
218,5	204
219,5	216
220,5	203
221,5	195
222,5	216
223,5	196
224,5	217
225,5	182
226,5	186
227,5	213
228,5	191
229,5	193
230,5	218
231,5	201
232,5	253
233,5	229
234,5	229
235,5	277
236,5	237
237,5	293
238,5	335
239,5	334
240,5	397
241,5	389
242,5	445
243,5	502
244,5	553
245,5	628
246,5	657
247,5	734
248,5	790
249,5	900
250,5	948
251,5	1038
252,5	1118
253,5	1155
254,5	1314
255,5	1381
256,5	1527
257,5	1542
258,5	1638
259,5	1700
260,5	1882
261,5	1840
262,5	1860
263,5	2001
264,5	1901
265,5	1957
266,5	1963
267,5	1901
268,5	1793
269,5	1954
270,5	1842
271,5	1840
272,5	1724
273,5	1685
274,5	1556
275,5	1464
276,5	1458
277,5	1309
278,5	1305
279,5	1214
280,5	1127
281,5	979
282,5	974
283,5	843
284,5	779
285,5	732
286,5	666
287,5	565
288,5	499
289,5	460
290,5	441
291,5	384
292,5	374
293,5	301
294,5	258
295,5	242
296,5	220
297,5	220
298,5	186
299,5	178
300,5	174
301,5	146
302,5	118
303,5	139
304,5	116
305,5	113
306,5	102
307,5	85
308,5	87
309,5	94
310,5	93
311,5	84
312,5	79
313,5	92
314,5	81
315,5	86
316,5	68
317,5	78
318,5	82
319,5	88
320,5	86
321,5	88
322,5	85
323,5	68
324,5	108
325,5	95
326,5	109
327,5	121
328,5	140
329,5	138
330,5	154
331,5	176
332,5	164
333,5	180
334,5	217
335,5	218
336,5	247
337,5	241
338,5	253
339,5	271
340,5	308
341,5	309
342,5	338
343,5	339
344,5	412
345,5	402
346,5	383
347,5	454
348,5	434
349,5	422
350,5	480
351,5	505
352,5	484
353,5	499
354,5	506
355,5	554
356,5	490
357,5	504
358,5	499
359,5	498
360,5	446
361,5	448
362,5	416
363,5	433
364,5	372
365,5	375
366,5	354
367,5	365
368,5	309
369,5	284
370,5	274
371,5	262
372,5	225
373,5	208
374,5	180
375,5	203
376,5	163
377,5	140
378,5	157
379,5	125
380,5	115
381,5	106
382,5	92
383,5	90
384,5	68
385,5	68
386,5	56
387,5	53
388,5	57
389,5	41
390,5	55
391,5	61
392,5	35
393,5	40
394,5	37
395,5	33
396,5	30
397,5	29
398,5	24
399,5	36
400,5	21
401,5	22
402,5	26
403,5	31
404,5	30
405,5	23
406,5	24
407,5	21
408,5	17
409,5	22
410,5	28
411,5	27
412,5	34
413,5	26
414,5	39
415,5	35
416,5	28
417,5	28
418,5	27
419,5	30
420,5	48
421,5	46
422,5	40
423,5	58
424,5	66
425,5	62
426,5	54
427,5	60
428,5	68
429,5	60
430,5	63
431,5	78
432,5	76
433,5	99
434,5	82
435,5	87
436,5	99
437,5	105
438,5	112
439,5	95
440,5	120
441,5	113
442,5	115
443,5	108
444,5	102
445,5	127
446,5	109
447,5	125
448,5	73
449,5	113
450,5	96
451,5	104
452,5	82
453,5	76
454,5	97
455,5	74
456,5	82
457,5	75
458,5	68
459,5	58
460,5	64
461,5	58
462,5	52
463,5	37
464,5	44
465,5	38
466,5	30
467,5	47
468,5	21
469,5	22
470,5	15
471,5	14
472,5	21
473,5	21
474,5	14
475,5	16
476,5	18
477,5	12
478,5	11
479,5	12
480,5	13
481,5	13
482,5	12
483,5	10
484,5	12
485,5	7
486,5	9
487,5	4
488,5	7
489,5	8
490,5	7
491,5	9
492,5	4
493,5	8
494,5	10
495,5	7
496,5	6
497,5	10
498,5	5
499,5	10
500,5	6
501,5	7
502,5	8
503,5	4
504,5	8
505,5	12
506,5	5
507,5	11
508,5	10
509,5	10
510,5	12
511,5	10
512,5	10
513,5	15
514,5	8
515,5	6
516,5	9
517,5	16
518,5	14
519,5	16
520,5	13
521,5	19
522,5	15
523,5	24
524,5	18
525,5	20
526,5	22
527,5	29
528,5	21
529,5	20
530,5	13
531,5	16
532,5	21
533,5	16
534,5	8
535,5	10
536,5	25
537,5	15
538,5	17
539,5	16
540,5	6
541,5	21
542,5	20
543,5	17
544,5	16
545,5	8
546,5	21
547,5	16
548,5	15
549,5	12
550,5	11
551,5	7
552,5	6
553,5	8
554,5	11
555,5	9
556,5	11
557,5	10
558,5	3
559,5	7
560,5	6
561,5	3
562,5	3
563,5	3
564,5	4
565,5	4
566,5	2
567,5	2
568,5	4
570,5	1
571,5	2
572,5	1
573,5	1
574,5	2
575,5	3
576,5	2
577,5	1
579,5	2
580,5	3
583,5	1
584,5	1
585,5	1
586,5	2
587,5	3
588,5	3
590,5	2
591,5	2
593,5	1
594,5	1
595,5	2
597,5	2
599,5	3
600,5	1
601,5	3
602,5	1
603,5	1
604,5	2
605,5	1
606,5	2
607,5	2
608,5	2
609,5	1
610,5	2
611,5	2
612,5	3
613,5	5
614,5	1
615,5	1
616,5	2
617,5	3
618,5	3
619,5	4
620,5	2
621,5	5
623,5	3
624,5	5
625,5	2
626,5	4
627,5	3
629,5	4
630,5	1
631,5	2
632,5	3
633,5	1
634,5	3
635,5	3
637,5	1
638,5	2
639,5	2
641,5	2
644,5	2
647,5	1
648,5	1
651,5	2
652,5	1
654,5	1
660,5	1
661,5	1
662,5	1
670,5	1
693,5	2
697,5	1
700,5	1
701,5	1
706,5	2
707,5	1
714,5	2
715,5	1
720,5	1
721,5	2
722,5	2
749,5	1
795,5	1
801,5	1
813,5	1
