ADC Channel - Charge distribution	Counts - Charge distribution
127,5	141
128,5	152
129,5	159
130,5	183
131,5	184
132,5	238
133,5	249
134,5	300
135,5	323
136,5	405
137,5	448
138,5	469
139,5	545
140,5	645
141,5	737
142,5	877
143,5	968
144,5	1134
145,5	1298
146,5	1462
147,5	1665
148,5	1905
149,5	2217
150,5	2401
151,5	2720
152,5	2957
153,5	3316
154,5	3801
155,5	4109
156,5	4455
157,5	4973
158,5	5332
159,5	5903
160,5	6420
161,5	6866
162,5	7297
163,5	7592
164,5	7991
165,5	8418
166,5	8653
167,5	8949
168,5	9129
169,5	9377
170,5	9473
171,5	9617
172,5	9675
173,5	9276
174,5	9367
175,5	8958
176,5	8641
177,5	8363
178,5	8140
179,5	7705
180,5	7300
181,5	6835
182,5	6389
183,5	5947
184,5	5385
185,5	4997
186,5	4776
187,5	4253
188,5	3864
189,5	3555
190,5	3066
191,5	2912
192,5	2581
193,5	2378
194,5	2121
195,5	1812
196,5	1653
197,5	1531
198,5	1367
199,5	1245
200,5	1067
201,5	1024
202,5	900
203,5	855
204,5	761
205,5	710
206,5	658
207,5	619
208,5	594
209,5	557
210,5	532
211,5	476
212,5	502
213,5	440
214,5	429
215,5	442
216,5	439
217,5	420
218,5	417
219,5	405
220,5	384
221,5	370
222,5	364
223,5	390
224,5	365
225,5	374
226,5	352
227,5	384
228,5	351
229,5	364
230,5	328
231,5	347
232,5	339
233,5	368
234,5	340
235,5	306
236,5	340
237,5	304
238,5	344
239,5	325
240,5	310
241,5	319
242,5	284
243,5	323
244,5	309
245,5	310
246,5	257
247,5	287
248,5	305
249,5	297
250,5	266
251,5	298
252,5	309
253,5	274
254,5	282
255,5	317
256,5	276
257,5	262
258,5	298
259,5	269
260,5	267
261,5	265
262,5	253
263,5	259
264,5	274
265,5	267
266,5	271
267,5	263
268,5	261
269,5	255
270,5	247
271,5	256
272,5	252
273,5	237
274,5	240
275,5	251
276,5	240
277,5	234
278,5	230
279,5	232
280,5	212
281,5	246
282,5	228
283,5	218
284,5	220
285,5	231
286,5	221
287,5	224
288,5	219
289,5	203
290,5	220
291,5	200
292,5	232
293,5	208
294,5	238
295,5	266
296,5	207
297,5	228
298,5	230
299,5	254
300,5	277
301,5	304
302,5	314
303,5	338
304,5	358
305,5	341
306,5	415
307,5	407
308,5	480
309,5	522
310,5	549
311,5	629
312,5	676
313,5	757
314,5	748
315,5	958
316,5	986
317,5	1178
318,5	1329
319,5	1389
320,5	1564
321,5	1713
322,5	1879
323,5	2094
324,5	2277
325,5	2637
326,5	2728
327,5	3035
328,5	3168
329,5	3319
330,5	3567
331,5	3776
332,5	4113
333,5	4352
334,5	4537
335,5	4647
336,5	4895
337,5	5028
338,5	5170
339,5	5310
340,5	5438
341,5	5490
342,5	5545
343,5	5451
344,5	5378
345,5	5251
346,5	5209
347,5	5131
348,5	5029
349,5	4868
350,5	4699
351,5	4334
352,5	4216
353,5	3954
354,5	3808
355,5	3515
356,5	3345
357,5	3187
358,5	2858
359,5	2754
360,5	2475
361,5	2347
362,5	2179
363,5	1820
364,5	1804
365,5	1653
366,5	1510
367,5	1413
368,5	1216
369,5	1160
370,5	1039
371,5	928
372,5	901
373,5	808
374,5	753
375,5	718
376,5	694
377,5	628
378,5	614
379,5	559
380,5	553
381,5	524
382,5	518
383,5	496
384,5	488
385,5	441
386,5	414
387,5	460
388,5	435
389,5	439
390,5	441
391,5	432
392,5	398
393,5	394
394,5	411
395,5	415
396,5	378
397,5	401
398,5	374
399,5	396
400,5	347
401,5	378
402,5	389
403,5	382
404,5	335
405,5	377
406,5	381
407,5	335
408,5	363
409,5	336
410,5	377
411,5	336
412,5	357
413,5	324
414,5	343
415,5	315
416,5	384
417,5	349
418,5	347
419,5	329
420,5	326
421,5	302
422,5	305
423,5	302
424,5	309
425,5	308
426,5	303
427,5	288
428,5	301
429,5	279
430,5	284
431,5	285
432,5	288
433,5	270
434,5	272
435,5	257
436,5	275
437,5	283
438,5	280
439,5	281
440,5	240
441,5	247
442,5	257
443,5	261
444,5	257
445,5	263
446,5	260
447,5	215
448,5	228
449,5	216
450,5	219
451,5	231
452,5	234
453,5	230
454,5	267
455,5	229
456,5	205
457,5	215
458,5	218
459,5	210
460,5	233
461,5	209
462,5	225
463,5	217
464,5	210
465,5	202
466,5	205
467,5	222
468,5	222
469,5	240
470,5	224
471,5	231
472,5	231
473,5	222
474,5	221
475,5	282
476,5	301
477,5	301
478,5	322
479,5	342
480,5	350
481,5	388
482,5	428
483,5	450
484,5	486
485,5	526
486,5	559
487,5	607
488,5	682
489,5	700
490,5	785
491,5	808
492,5	852
493,5	967
494,5	1040
495,5	1151
496,5	1244
497,5	1259
498,5	1380
499,5	1465
500,5	1570
501,5	1591
502,5	1806
503,5	1769
504,5	1758
505,5	1877
506,5	2003
507,5	1943
508,5	2076
509,5	2154
510,5	2099
511,5	2245
512,5	2226
513,5	2233
514,5	2307
515,5	2232
516,5	2112
517,5	2180
518,5	2211
519,5	2122
520,5	2013
521,5	1939
522,5	1830
523,5	1771
524,5	1812
525,5	1762
526,5	1573
527,5	1532
528,5	1372
529,5	1330
530,5	1230
531,5	1208
532,5	1119
533,5	1082
534,5	1039
535,5	905
536,5	862
537,5	793
538,5	703
539,5	664
540,5	628
541,5	602
542,5	538
543,5	502
544,5	461
545,5	464
546,5	446
547,5	396
548,5	357
549,5	369
550,5	355
551,5	360
552,5	331
553,5	342
554,5	312
555,5	294
556,5	327
557,5	271
558,5	259
559,5	284
560,5	299
561,5	294
562,5	287
563,5	258
564,5	248
565,5	277
566,5	255
567,5	270
568,5	280
569,5	253
570,5	219
571,5	265
572,5	242
573,5	242
574,5	243
575,5	242
576,5	213
577,5	240
578,5	235
579,5	224
580,5	240
581,5	253
582,5	215
583,5	238
584,5	214
585,5	224
586,5	204
587,5	209
588,5	206
589,5	188
590,5	209
591,5	210
592,5	217
593,5	208
594,5	192
595,5	184
596,5	198
597,5	163
598,5	186
599,5	197
600,5	187
601,5	172
602,5	174
603,5	189
604,5	175
605,5	155
606,5	181
607,5	183
608,5	187
609,5	180
610,5	164
611,5	152
612,5	179
613,5	150
614,5	185
615,5	162
616,5	145
617,5	177
618,5	159
619,5	163
620,5	139
621,5	146
622,5	142
623,5	147
624,5	130
625,5	141
626,5	149
627,5	136
628,5	160
629,5	144
630,5	130
631,5	158
632,5	140
633,5	145
634,5	141
635,5	135
636,5	118
637,5	138
638,5	123
639,5	122
640,5	141
641,5	148
642,5	134
643,5	161
644,5	141
645,5	153
646,5	153
647,5	147
648,5	149
649,5	170
650,5	199
651,5	187
652,5	196
653,5	204
654,5	221
655,5	225
656,5	246
657,5	279
658,5	262
659,5	289
660,5	304
661,5	327
662,5	345
663,5	363
664,5	396
665,5	391
666,5	447
667,5	476
668,5	482
669,5	519
670,5	551
671,5	582
672,5	571
673,5	610
674,5	654
675,5	664
676,5	682
677,5	690
678,5	721
679,5	727
680,5	733
681,5	759
682,5	776
683,5	736
684,5	764
685,5	740
686,5	746
687,5	710
688,5	727
689,5	669
690,5	729
691,5	707
692,5	680
693,5	617
694,5	594
695,5	615
696,5	578
697,5	543
698,5	519
699,5	497
700,5	466
701,5	499
702,5	432
703,5	417
704,5	401
705,5	372
706,5	361
707,5	328
708,5	310
709,5	282
710,5	277
711,5	258
712,5	263
713,5	208
714,5	207
715,5	205
716,5	182
717,5	181
718,5	176
719,5	169
720,5	156
721,5	171
722,5	159
723,5	162
724,5	156
725,5	152
726,5	140
727,5	126
728,5	132
729,5	145
730,5	118
731,5	138
732,5	115
733,5	124
734,5	136
735,5	137
736,5	144
737,5	124
738,5	107
739,5	140
740,5	119
741,5	120
742,5	110
743,5	110
744,5	122
745,5	109
746,5	127
747,5	89
748,5	131
749,5	97
750,5	112
751,5	116
752,5	107
753,5	90
754,5	110
755,5	104
756,5	119
757,5	115
758,5	92
759,5	101
760,5	89
761,5	107
762,5	103
763,5	108
764,5	95
765,5	105
766,5	95
767,5	91
768,5	95
769,5	80
770,5	71
771,5	78
772,5	97
773,5	78
774,5	107
775,5	87
776,5	73
777,5	105
778,5	83
779,5	91
780,5	107
781,5	72
782,5	78
783,5	78
784,5	60
785,5	80
786,5	66
787,5	70
788,5	78
789,5	71
790,5	55
791,5	76
792,5	64
793,5	65
794,5	80
795,5	65
796,5	93
797,5	60
798,5	77
799,5	68
800,5	66
801,5	71
802,5	76
803,5	63
804,5	64
805,5	63
806,5	64
807,5	62
808,5	75
809,5	81
810,5	51
811,5	75
812,5	71
813,5	76
814,5	63
815,5	73
816,5	73
817,5	65
818,5	59
819,5	65
820,5	64
821,5	76
822,5	78
823,5	83
824,5	94
825,5	82
826,5	105
827,5	91
828,5	106
829,5	89
830,5	105
831,5	96
832,5	112
833,5	118
834,5	117
835,5	138
836,5	134
837,5	148
838,5	151
839,5	136
840,5	196
841,5	172
842,5	176
843,5	196
844,5	168
845,5	188
846,5	189
847,5	196
848,5	212
849,5	209
850,5	228
851,5	230
852,5	203
853,5	218
854,5	236
855,5	229
856,5	219
857,5	202
858,5	226
859,5	203
860,5	187
861,5	193
862,5	191
863,5	170
864,5	185
865,5	166
866,5	196
867,5	177
868,5	180
869,5	155
870,5	159
871,5	126
872,5	150
873,5	131
874,5	141
875,5	117
876,5	126
877,5	106
878,5	83
879,5	93
880,5	100
881,5	105
882,5	122
883,5	107
884,5	88
885,5	83
886,5	85
887,5	90
888,5	56
889,5	72
890,5	76
891,5	64
892,5	74
893,5	75
894,5	62
895,5	49
896,5	71
897,5	46
898,5	49
899,5	55
900,5	40
901,5	47
902,5	46
903,5	51
904,5	51
905,5	55
906,5	58
907,5	60
908,5	48
909,5	52
910,5	53
911,5	48
912,5	41
913,5	60
914,5	40
915,5	49
916,5	51
917,5	35
918,5	48
919,5	43
920,5	28
921,5	45
922,5	34
923,5	35
924,5	23
925,5	50
926,5	37
927,5	33
928,5	36
929,5	39
930,5	39
931,5	43
932,5	36
933,5	43
934,5	49
935,5	38
936,5	33
937,5	37
938,5	44
939,5	39
940,5	39
941,5	32
942,5	36
943,5	35
944,5	37
945,5	34
946,5	31
947,5	32
948,5	30
949,5	32
950,5	27
951,5	32
952,5	26
953,5	21
954,5	33
955,5	30
956,5	21
957,5	28
958,5	23
959,5	32
960,5	26
961,5	31
962,5	24
963,5	28
964,5	24
965,5	28
966,5	23
967,5	37
968,5	18
969,5	17
970,5	27
971,5	27
972,5	31
973,5	28
974,5	20
975,5	27
976,5	29
977,5	27
978,5	28
979,5	34
980,5	34
981,5	22
982,5	22
983,5	28
984,5	19
985,5	24
986,5	22
987,5	32
988,5	24
989,5	15
990,5	23
991,5	31
992,5	24
993,5	25
994,5	21
995,5	30
996,5	33
997,5	28
998,5	26
999,5	28
1000,5	35
1001,5	32
1002,5	40
1003,5	35
1004,5	29
1005,5	44
1006,5	38
1007,5	49
1008,5	47
1009,5	41
1010,5	50
1011,5	53
1012,5	53
1013,5	46
1014,5	42
1015,5	48
1016,5	50
1017,5	55
1018,5	43
1019,5	56
1020,5	52
1021,5	49
1022,5	55
1023,5	49
1024,5	47
1025,5	51
1026,5	62
1027,5	56
1028,5	56
1029,5	42
1030,5	53
1031,5	64
1032,5	53
1033,5	47
1034,5	55
1035,5	41
1036,5	56
1037,5	53
1038,5	56
1039,5	60
1040,5	48
1041,5	52
1042,5	41
1043,5	33
1044,5	37
1045,5	42
1046,5	30
1047,5	40
1048,5	38
1049,5	30
1050,5	25
1051,5	27
1052,5	29
1053,5	23
1054,5	20
1055,5	23
1056,5	32
1057,5	36
1058,5	17
1059,5	21
1060,5	21
1061,5	18
1062,5	25
1063,5	19
1064,5	16
1065,5	20
1066,5	11
1067,5	15
1068,5	10
1069,5	13
1070,5	21
1071,5	13
1072,5	16
1073,5	16
1074,5	17
1075,5	24
1076,5	14
1077,5	17
1078,5	23
1079,5	16
1080,5	9
1081,5	16
1082,5	16
1083,5	16
1084,5	12
1085,5	14
1086,5	21
1087,5	15
1088,5	15
1089,5	12
1090,5	16
1091,5	18
1092,5	12
1093,5	13
1094,5	11
1095,5	18
1096,5	15
1097,5	8
1098,5	10
1099,5	19
1100,5	13
1101,5	9
1102,5	15
1103,5	10
1104,5	11
1105,5	10
1106,5	13
1107,5	13
1108,5	14
1109,5	14
1110,5	17
1111,5	10
1112,5	13
1113,5	11
1114,5	6
1115,5	12
1116,5	9
1117,5	14
1118,5	11
1119,5	9
1120,5	8
1121,5	11
1122,5	10
1123,5	12
1124,5	8
1125,5	15
1126,5	14
1127,5	6
1128,5	11
1129,5	16
1130,5	16
1131,5	7
1132,5	9
1133,5	7
1134,5	8
1135,5	11
1136,5	11
1137,5	10
1138,5	7
1139,5	11
1140,5	9
1141,5	8
1142,5	6
1143,5	7
1144,5	6
1145,5	6
1146,5	5
1147,5	10
1148,5	9
1149,5	8
1150,5	14
1151,5	10
1152,5	12
1153,5	8
1154,5	2
1155,5	9
1156,5	9
1157,5	7
1158,5	9
1159,5	6
1160,5	11
1161,5	3
1162,5	10
1163,5	7
1164,5	15
1165,5	7
1166,5	9
1167,5	7
1168,5	9
1169,5	8
1170,5	11
1171,5	14
1172,5	8
1173,5	7
1174,5	10
1175,5	17
1176,5	10
1177,5	15
1178,5	12
1179,5	16
1180,5	13
1181,5	14
1182,5	10
1183,5	14
1184,5	6
1185,5	14
1186,5	17
1187,5	14
1188,5	16
1189,5	12
1190,5	13
1191,5	13
1192,5	10
1193,5	13
1194,5	14
1195,5	15
1196,5	11
1197,5	10
1198,5	14
1199,5	14
1200,5	15
1201,5	14
1202,5	13
1203,5	14
1204,5	10
1205,5	18
1206,5	10
1207,5	11
1208,5	13
1209,5	10
1210,5	9
1211,5	13
1212,5	10
1213,5	10
1214,5	7
1215,5	5
1216,5	10
1217,5	8
1218,5	7
1219,5	5
1220,5	9
1221,5	5
1222,5	10
1223,5	11
1224,5	5
1225,5	8
1226,5	6
1227,5	6
1228,5	4
1229,5	3
1230,5	7
1231,5	3
1232,5	6
1233,5	8
1234,5	4
1235,5	4
1236,5	8
1237,5	9
1238,5	2
1239,5	4
1240,5	4
1241,5	3
1242,5	2
1243,5	4
1244,5	5
1245,5	4
1246,5	2
1247,5	5
1248,5	5
1249,5	6
1250,5	4
1251,5	8
1252,5	6
1253,5	9
1254,5	4
1255,5	4
1256,5	3
1257,5	5
1258,5	2
1259,5	2
1260,5	5
1261,5	3
1262,5	1
1263,5	5
1264,5	2
1265,5	4
1266,5	3
1267,5	5
1268,5	8
1269,5	7
1270,5	5
1271,5	4
1272,5	3
1274,5	1
1275,5	6
1276,5	2
1277,5	2
1278,5	2
1279,5	2
1280,5	3
1281,5	1
1282,5	6
1283,5	4
1284,5	3
1285,5	3
1286,5	3
1287,5	2
1288,5	5
1289,5	2
1290,5	2
1291,5	4
1292,5	8
1293,5	4
1294,5	1
1295,5	6
1296,5	2
1297,5	2
1298,5	3
1299,5	3
1300,5	3
1301,5	5
1302,5	2
1303,5	2
1304,5	4
1305,5	6
1306,5	2
1307,5	2
1308,5	2
1309,5	1
1311,5	1
1312,5	1
1313,5	1
1314,5	3
1315,5	1
1316,5	1
1317,5	1
1318,5	4
1319,5	7
1320,5	2
1321,5	3
1322,5	1
1323,5	3
1324,5	3
1325,5	3
1326,5	2
1327,5	1
1328,5	1
1329,5	3
1331,5	4
1332,5	2
1333,5	3
1334,5	6
1335,5	4
1336,5	3
1337,5	4
1338,5	6
1339,5	4
1340,5	4
1341,5	1
1342,5	1
1343,5	1
1344,5	2
1346,5	5
1347,5	5
1349,5	1
1350,5	3
1351,5	6
1352,5	1
1353,5	2
1354,5	4
1355,5	5
1356,5	4
1357,5	2
1358,5	2
1359,5	1
1360,5	5
1361,5	2
1362,5	7
1363,5	2
1364,5	3
1365,5	3
1366,5	4
1367,5	4
1368,5	5
1369,5	2
1370,5	4
1371,5	1
1372,5	4
1373,5	1
1374,5	3
1375,5	1
1376,5	4
1377,5	2
1378,5	4
1380,5	1
1381,5	2
1382,5	5
1383,5	6
1384,5	1
1385,5	1
1386,5	5
1387,5	1
1388,5	4
1390,5	1
1391,5	4
1392,5	3
1393,5	1
1394,5	1
1395,5	3
1396,5	4
1397,5	2
1398,5	3
1399,5	1
1400,5	2
1401,5	1
1402,5	2
1403,5	1
1404,5	2
1405,5	3
1406,5	6
1407,5	1
1408,5	1
1409,5	1
1410,5	1
1411,5	3
1413,5	1
1414,5	1
1416,5	1
1417,5	2
1419,5	2
1422,5	4
1423,5	1
1424,5	1
1425,5	1
1426,5	1
1428,5	3
1430,5	1
1431,5	1
1432,5	1
1433,5	2
1434,5	2
1436,5	1
1437,5	1
1439,5	1
1441,5	1
1442,5	1
1443,5	1
1444,5	2
1445,5	1
1446,5	1
1449,5	1
1450,5	1
1453,5	2
1455,5	1
1457,5	2
1459,5	3
1460,5	4
1462,5	2
1464,5	2
1466,5	1
1467,5	1
1471,5	1
1481,5	2
1483,5	1
1484,5	4
1485,5	1
1486,5	1
1487,5	2
1489,5	2
1497,5	1
1499,5	1
1500,5	1
1502,5	1
1503,5	1
1507,5	3
1509,5	1
1510,5	1
1511,5	1
1512,5	1
1513,5	1
1514,5	1
1519,5	2
1521,5	1
1523,5	2
1525,5	1
1527,5	1
1528,5	2
1529,5	2
1530,5	3
1532,5	1
1533,5	1
1535,5	2
1536,5	3
1538,5	1
1540,5	2
1546,5	1
1547,5	1
1551,5	1
1552,5	2
1554,5	2
1555,5	4
1559,5	1
1561,5	1
1566,5	1
1567,5	1
1569,5	1
1573,5	1
1575,5	1
1578,5	1
1579,5	1
1580,5	1
1586,5	2
1600,5	1
1601,5	2
1602,5	1
1603,5	1
1615,5	1
1622,5	1
1636,5	1
1641,5	1
1644,5	1
1646,5	1
1652,5	1
1654,5	1
1666,5	1
1673,5	1
1674,5	1
1682,5	1
1699,5	1
1708,5	1
1731,5	1
1760,5	1
1771,5	1
1772,5	1
1795,5	1
1797,5	1
1804,5	1
1842,5	1
1860,5	1
2108,5	1
2255,5	1
2330,5	1
