ADC Channel - Charge distribution	Counts - Charge distribution
713,5	2
714,5	1
715,5	1
717,5	1
719,5	1
720,5	1
721,5	1
722,5	1
723,5	1
728,5	2
729,5	2
730,5	1
735,5	2
737,5	1
740,5	1
743,5	1
748,5	1
749,5	1
752,5	1
754,5	3
756,5	1
758,5	1
762,5	1
763,5	1
767,5	2
768,5	1
772,5	1
775,5	1
781,5	1
784,5	2
785,5	1
786,5	1
787,5	1
789,5	2
790,5	2
791,5	1
795,5	1
796,5	1
798,5	1
799,5	1
800,5	3
802,5	1
805,5	1
807,5	2
814,5	1
818,5	1
822,5	2
823,5	1
827,5	2
843,5	1
873,5	1
885,5	1
888,5	1
917,5	1
934,5	1
965,5	1
968,5	1
982,5	1
1000,5	1
1023,5	1
1028,5	1
1051,5	1
1052,5	1
1150,5	1
1281,5	1
1407,5	1
