Format,1.0B,
Memory Length,10000,Memory Length,10000,Memory Length,10000,
IntpDistance,0,IntpDistance,0,IntpDistance,0,
Trigger Address,-2251,Trigger Address,-2251,Trigger Address,-2251,
Trigger Level,-3.200E-01,Trigger Level,-3.200E-01,Trigger Level,-3.200E-01,
Source,CH2,Source,CH3,Source,CH4,
Vertical Units,V,Vertical Units,V,Vertical Units,V,
Vertical Units Div,0,Vertical Units Div,0,Vertical Units Div,0,
Vertical Units Extend Div,15,Vertical Units Extend Div,15,Vertical Units Extend Div,15,
Label, ,Label, ,Label, ,
Probe Type,0,Probe Type,0,Probe Type,0,
Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,
Vertical Scale,1.000E+00,Vertical Scale,5.000E-02,Vertical Scale,2.000E+00,
Vertical Position,2.840E+00,Vertical Position,2.000E-01,Vertical Position,-8.000E-02,
Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,5.000E-04,Horizontal Scale,5.000E-04,Horizontal Scale,5.000E-04,
Horizontal Position,3.625E-03,Horizontal Position,3.625E-03,Horizontal Position,3.625E-03,
Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,
SincET Mode,Real Time,SincET Mode,Real Time,SincET Mode,Real Time,
Sampling Period,5.000E-07,Sampling Period,5.000E-07,Sampling Period,5.000E-07,
Horizontal Old Scale,5.000E-04,Horizontal Old Scale,5.000E-04,Horizontal Old Scale,5.000E-04,
Horizontal Old Position,3.625E-03,Horizontal Old Position,3.625E-03,Horizontal Old Position,3.625E-03,
Firmware,V1.09,Firmware,V1.09,Firmware,V1.09,
Mode,Detail,Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,Waveform Data,,
5.336000e-03,2.760000,5.336000e-03,0.106000,5.336000e-03,2.800000,
5.336500e-03,2.720000,5.336500e-03,0.104000,5.336500e-03,2.800000,
5.337000e-03,2.720000,5.337000e-03,0.104000,5.337000e-03,2.800000,
5.337500e-03,2.720000,5.337500e-03,0.114000,5.337500e-03,2.800000,
5.338000e-03,2.760000,5.338000e-03,0.106000,5.338000e-03,2.800000,
5.338500e-03,2.760000,5.338500e-03,0.102000,5.338500e-03,2.800000,
5.339000e-03,2.760000,5.339000e-03,0.098000,5.339000e-03,2.800000,
5.339500e-03,2.720000,5.339500e-03,0.110000,5.339500e-03,2.800000,
5.340000e-03,2.720000,5.340000e-03,0.106000,5.340000e-03,2.800000,
5.340500e-03,2.720000,5.340500e-03,0.110000,5.340500e-03,2.800000,
5.341000e-03,2.760000,5.341000e-03,0.120000,5.341000e-03,2.800000,
5.341500e-03,2.760000,5.341500e-03,0.118000,5.341500e-03,2.800000,
5.342000e-03,2.760000,5.342000e-03,0.098000,5.342000e-03,2.800000,
5.342500e-03,2.720000,5.342500e-03,0.112000,5.342500e-03,2.800000,
5.343000e-03,2.720000,5.343000e-03,0.120000,5.343000e-03,2.800000,
5.343500e-03,2.720000,5.343500e-03,0.106000,5.343500e-03,2.800000,
5.344000e-03,2.760000,5.344000e-03,0.106000,5.344000e-03,2.800000,
5.344500e-03,2.720000,5.344500e-03,0.104000,5.344500e-03,2.800000,
5.345000e-03,2.720000,5.345000e-03,0.106000,5.345000e-03,2.800000,
5.345500e-03,2.720000,5.345500e-03,0.098000,5.345500e-03,2.800000,
5.346000e-03,2.720000,5.346000e-03,0.102000,5.346000e-03,2.800000,
5.346500e-03,2.720000,5.346500e-03,0.104000,5.346500e-03,2.800000,
5.347000e-03,2.720000,5.347000e-03,0.112000,5.347000e-03,2.800000,
5.347500e-03,2.720000,5.347500e-03,0.094000,5.347500e-03,2.800000,
5.348000e-03,2.720000,5.348000e-03,0.098000,5.348000e-03,2.800000,
5.348500e-03,2.720000,5.348500e-03,0.094000,5.348500e-03,2.800000,
5.349000e-03,2.720000,5.349000e-03,0.098000,5.349000e-03,2.800000,
5.349500e-03,2.720000,5.349500e-03,0.112000,5.349500e-03,2.800000,
5.350000e-03,2.720000,5.350000e-03,0.114000,5.350000e-03,2.800000,
5.350500e-03,2.720000,5.350500e-03,0.112000,5.350500e-03,2.800000,
5.351000e-03,2.720000,5.351000e-03,0.094000,5.351000e-03,2.800000,
5.351500e-03,2.760000,5.351500e-03,0.102000,5.351500e-03,2.800000,
5.352000e-03,2.760000,5.352000e-03,0.102000,5.352000e-03,2.800000,
5.352500e-03,2.760000,5.352500e-03,0.106000,5.352500e-03,2.800000,
5.353000e-03,2.720000,5.353000e-03,0.102000,5.353000e-03,2.800000,
5.353500e-03,2.720000,5.353500e-03,0.096000,5.353500e-03,2.800000,
5.354000e-03,2.720000,5.354000e-03,0.098000,5.354000e-03,2.800000,
5.354500e-03,2.760000,5.354500e-03,0.096000,5.354500e-03,2.800000,
5.355000e-03,2.760000,5.355000e-03,0.112000,5.355000e-03,2.800000,
5.355500e-03,2.720000,5.355500e-03,0.098000,5.355500e-03,2.800000,
5.356000e-03,2.720000,5.356000e-03,0.086000,5.356000e-03,2.800000,
5.356500e-03,2.760000,5.356500e-03,0.094000,5.356500e-03,2.800000,
5.357000e-03,2.760000,5.357000e-03,0.110000,5.357000e-03,2.800000,
5.357500e-03,2.760000,5.357500e-03,0.104000,5.357500e-03,2.800000,
5.358000e-03,2.760000,5.358000e-03,0.090000,5.358000e-03,2.800000,
5.358500e-03,2.760000,5.358500e-03,0.098000,5.358500e-03,2.800000,
5.359000e-03,2.720000,5.359000e-03,0.094000,5.359000e-03,2.800000,
5.359500e-03,2.760000,5.359500e-03,0.104000,5.359500e-03,2.800000,
5.360000e-03,2.760000,5.360000e-03,0.106000,5.360000e-03,2.800000,
5.360500e-03,2.760000,5.360500e-03,0.094000,5.360500e-03,2.800000,
5.361000e-03,2.760000,5.361000e-03,0.110000,5.361000e-03,2.800000,
5.361500e-03,2.760000,5.361500e-03,0.106000,5.361500e-03,2.800000,
5.362000e-03,2.720000,5.362000e-03,0.104000,5.362000e-03,2.800000,
5.362500e-03,2.760000,5.362500e-03,0.106000,5.362500e-03,2.800000,
5.363000e-03,2.720000,5.363000e-03,0.106000,5.363000e-03,2.720000,
5.363500e-03,2.760000,5.363500e-03,0.104000,5.363500e-03,2.800000,
5.364000e-03,2.760000,5.364000e-03,0.094000,5.364000e-03,2.800000,
5.364500e-03,2.720000,5.364500e-03,0.104000,5.364500e-03,2.800000,
5.365000e-03,2.720000,5.365000e-03,0.104000,5.365000e-03,2.720000,
5.365500e-03,2.720000,5.365500e-03,0.102000,5.365500e-03,2.720000,
5.366000e-03,2.720000,5.366000e-03,0.090000,5.366000e-03,2.720000,
5.366500e-03,2.720000,5.366500e-03,0.106000,5.366500e-03,2.720000,
5.367000e-03,2.720000,5.367000e-03,0.098000,5.367000e-03,2.720000,
5.367500e-03,2.720000,5.367500e-03,0.090000,5.367500e-03,2.720000,
5.368000e-03,2.720000,5.368000e-03,0.110000,5.368000e-03,2.720000,
5.368500e-03,2.720000,5.368500e-03,0.104000,5.368500e-03,2.720000,
5.369000e-03,2.760000,5.369000e-03,0.112000,5.369000e-03,2.720000,
5.369500e-03,2.720000,5.369500e-03,0.106000,5.369500e-03,2.720000,
5.370000e-03,2.720000,5.370000e-03,0.102000,5.370000e-03,2.720000,
5.370500e-03,2.720000,5.370500e-03,0.094000,5.370500e-03,2.720000,
5.371000e-03,2.720000,5.371000e-03,0.088000,5.371000e-03,2.720000,
5.371500e-03,2.720000,5.371500e-03,0.090000,5.371500e-03,2.720000,
5.372000e-03,2.720000,5.372000e-03,0.098000,5.372000e-03,2.720000,
5.372500e-03,2.720000,5.372500e-03,0.110000,5.372500e-03,2.720000,
5.373000e-03,2.720000,5.373000e-03,0.090000,5.373000e-03,2.720000,
5.373500e-03,2.760000,5.373500e-03,0.098000,5.373500e-03,2.720000,
5.374000e-03,2.720000,5.374000e-03,0.098000,5.374000e-03,2.720000,
5.374500e-03,2.760000,5.374500e-03,0.098000,5.374500e-03,2.720000,
5.375000e-03,2.760000,5.375000e-03,0.098000,5.375000e-03,2.720000,
5.375500e-03,2.720000,5.375500e-03,0.098000,5.375500e-03,2.720000,
5.376000e-03,2.720000,5.376000e-03,0.102000,5.376000e-03,2.720000,
5.376500e-03,2.760000,5.376500e-03,0.106000,5.376500e-03,2.720000,
5.377000e-03,2.720000,5.377000e-03,0.094000,5.377000e-03,2.720000,
5.377500e-03,2.720000,5.377500e-03,0.088000,5.377500e-03,2.720000,
5.378000e-03,2.720000,5.378000e-03,0.102000,5.378000e-03,2.720000,
5.378500e-03,2.760000,5.378500e-03,0.106000,5.378500e-03,2.720000,
5.379000e-03,2.720000,5.379000e-03,0.096000,5.379000e-03,2.720000,
5.379500e-03,2.720000,5.379500e-03,0.104000,5.379500e-03,2.720000,
5.380000e-03,2.720000,5.380000e-03,0.086000,5.380000e-03,2.720000,
5.380500e-03,2.720000,5.380500e-03,0.102000,5.380500e-03,2.720000,
5.381000e-03,2.720000,5.381000e-03,0.094000,5.381000e-03,2.720000,
5.381500e-03,2.720000,5.381500e-03,0.098000,5.381500e-03,2.720000,
5.382000e-03,2.720000,5.382000e-03,0.086000,5.382000e-03,2.720000,
5.382500e-03,2.720000,5.382500e-03,0.094000,5.382500e-03,2.720000,
5.383000e-03,2.720000,5.383000e-03,0.076000,5.383000e-03,2.720000,
5.383500e-03,2.720000,5.383500e-03,0.090000,5.383500e-03,2.720000,
5.384000e-03,2.720000,5.384000e-03,0.102000,5.384000e-03,2.720000,
5.384500e-03,2.760000,5.384500e-03,0.098000,5.384500e-03,2.720000,
5.385000e-03,2.760000,5.385000e-03,0.090000,5.385000e-03,2.720000,
5.385500e-03,2.760000,5.385500e-03,0.104000,5.385500e-03,2.720000,
5.386000e-03,2.720000,5.386000e-03,0.096000,5.386000e-03,2.720000,
5.386500e-03,2.760000,5.386500e-03,0.094000,5.386500e-03,2.720000,
5.387000e-03,2.720000,5.387000e-03,0.090000,5.387000e-03,2.720000,
5.387500e-03,2.760000,5.387500e-03,0.090000,5.387500e-03,2.720000,
5.388000e-03,2.760000,5.388000e-03,0.088000,5.388000e-03,2.720000,
5.388500e-03,2.760000,5.388500e-03,0.090000,5.388500e-03,2.720000,
5.389000e-03,2.760000,5.389000e-03,0.102000,5.389000e-03,2.720000,
5.389500e-03,2.720000,5.389500e-03,0.086000,5.389500e-03,2.720000,
5.390000e-03,2.760000,5.390000e-03,0.086000,5.390000e-03,2.720000,
5.390500e-03,2.720000,5.390500e-03,0.090000,5.390500e-03,2.720000,
5.391000e-03,2.760000,5.391000e-03,0.090000,5.391000e-03,2.720000,
5.391500e-03,2.720000,5.391500e-03,0.088000,5.391500e-03,2.720000,
5.392000e-03,2.720000,5.392000e-03,0.096000,5.392000e-03,2.720000,
5.392500e-03,2.720000,5.392500e-03,0.072000,5.392500e-03,2.720000,
5.393000e-03,2.720000,5.393000e-03,0.094000,5.393000e-03,2.720000,
5.393500e-03,2.720000,5.393500e-03,0.072000,5.393500e-03,2.720000,
5.394000e-03,2.720000,5.394000e-03,0.090000,5.394000e-03,2.720000,
5.394500e-03,2.720000,5.394500e-03,0.082000,5.394500e-03,2.720000,
5.395000e-03,2.720000,5.395000e-03,0.088000,5.395000e-03,2.720000,
5.395500e-03,2.760000,5.395500e-03,0.088000,5.395500e-03,2.720000,
5.396000e-03,2.720000,5.396000e-03,0.112000,5.396000e-03,2.720000,
5.396500e-03,2.720000,5.396500e-03,0.096000,5.396500e-03,2.720000,
5.397000e-03,2.720000,5.397000e-03,0.102000,5.397000e-03,2.720000,
5.397500e-03,2.760000,5.397500e-03,0.076000,5.397500e-03,2.720000,
5.398000e-03,2.760000,5.398000e-03,0.080000,5.398000e-03,2.720000,
5.398500e-03,2.760000,5.398500e-03,0.094000,5.398500e-03,2.720000,
5.399000e-03,2.760000,5.399000e-03,0.080000,5.399000e-03,2.720000,
5.399500e-03,2.720000,5.399500e-03,0.078000,5.399500e-03,2.720000,
5.400000e-03,2.720000,5.400000e-03,0.106000,5.400000e-03,2.640000,
5.400500e-03,2.720000,5.400500e-03,0.096000,5.400500e-03,2.640000,
5.401000e-03,2.720000,5.401000e-03,0.072000,5.401000e-03,2.640000,
5.401500e-03,2.720000,5.401500e-03,0.080000,5.401500e-03,2.720000,
5.402000e-03,2.720000,5.402000e-03,0.102000,5.402000e-03,2.640000,
5.402500e-03,2.720000,5.402500e-03,0.090000,5.402500e-03,2.720000,
5.403000e-03,2.720000,5.403000e-03,0.096000,5.403000e-03,2.720000,
5.403500e-03,2.720000,5.403500e-03,0.098000,5.403500e-03,2.720000,
5.404000e-03,2.720000,5.404000e-03,0.080000,5.404000e-03,2.640000,
5.404500e-03,2.720000,5.404500e-03,0.082000,5.404500e-03,2.640000,
5.405000e-03,2.720000,5.405000e-03,0.082000,5.405000e-03,2.640000,
5.405500e-03,2.760000,5.405500e-03,0.082000,5.405500e-03,2.720000,
5.406000e-03,2.720000,5.406000e-03,0.090000,5.406000e-03,2.720000,
5.406500e-03,2.760000,5.406500e-03,0.080000,5.406500e-03,2.720000,
5.407000e-03,2.760000,5.407000e-03,0.086000,5.407000e-03,2.720000,
5.407500e-03,2.760000,5.407500e-03,0.088000,5.407500e-03,2.720000,
5.408000e-03,2.760000,5.408000e-03,0.090000,5.408000e-03,2.640000,
5.408500e-03,2.760000,5.408500e-03,0.078000,5.408500e-03,2.720000,
5.409000e-03,2.720000,5.409000e-03,0.102000,5.409000e-03,2.720000,
5.409500e-03,2.760000,5.409500e-03,0.080000,5.409500e-03,2.720000,
5.410000e-03,2.760000,5.410000e-03,0.098000,5.410000e-03,2.720000,
5.410500e-03,2.720000,5.410500e-03,0.082000,5.410500e-03,2.640000,
5.411000e-03,2.760000,5.411000e-03,0.088000,5.411000e-03,2.720000,
5.411500e-03,2.720000,5.411500e-03,0.078000,5.411500e-03,2.640000,
5.412000e-03,2.760000,5.412000e-03,0.086000,5.412000e-03,2.640000,
5.412500e-03,2.720000,5.412500e-03,0.082000,5.412500e-03,2.640000,
5.413000e-03,2.760000,5.413000e-03,0.080000,5.413000e-03,2.640000,
5.413500e-03,2.760000,5.413500e-03,0.080000,5.413500e-03,2.640000,
5.414000e-03,2.720000,5.414000e-03,0.080000,5.414000e-03,2.640000,
5.414500e-03,2.720000,5.414500e-03,0.086000,5.414500e-03,2.640000,
5.415000e-03,2.720000,5.415000e-03,0.090000,5.415000e-03,2.640000,
5.415500e-03,2.720000,5.415500e-03,0.070000,5.415500e-03,2.640000,
5.416000e-03,2.720000,5.416000e-03,0.076000,5.416000e-03,2.640000,
5.416500e-03,2.720000,5.416500e-03,0.094000,5.416500e-03,2.640000,
5.417000e-03,2.720000,5.417000e-03,0.090000,5.417000e-03,2.640000,
5.417500e-03,2.720000,5.417500e-03,0.102000,5.417500e-03,2.640000,
5.418000e-03,2.720000,5.418000e-03,0.076000,5.418000e-03,2.640000,
5.418500e-03,2.720000,5.418500e-03,0.068000,5.418500e-03,2.640000,
5.419000e-03,2.720000,5.419000e-03,0.086000,5.419000e-03,2.640000,
5.419500e-03,2.720000,5.419500e-03,0.094000,5.419500e-03,2.640000,
5.420000e-03,2.720000,5.420000e-03,0.086000,5.420000e-03,2.640000,
5.420500e-03,2.720000,5.420500e-03,0.070000,5.420500e-03,2.640000,
5.421000e-03,2.720000,5.421000e-03,0.088000,5.421000e-03,2.640000,
5.421500e-03,2.720000,5.421500e-03,0.088000,5.421500e-03,2.640000,
5.422000e-03,2.720000,5.422000e-03,0.076000,5.422000e-03,2.640000,
5.422500e-03,2.720000,5.422500e-03,0.072000,5.422500e-03,2.640000,
5.423000e-03,2.720000,5.423000e-03,0.086000,5.423000e-03,2.640000,
5.423500e-03,2.720000,5.423500e-03,0.080000,5.423500e-03,2.640000,
5.424000e-03,2.720000,5.424000e-03,0.080000,5.424000e-03,2.640000,
5.424500e-03,2.720000,5.424500e-03,0.078000,5.424500e-03,2.640000,
5.425000e-03,2.720000,5.425000e-03,0.070000,5.425000e-03,2.640000,
5.425500e-03,2.720000,5.425500e-03,0.080000,5.425500e-03,2.640000,
5.426000e-03,2.720000,5.426000e-03,0.064000,5.426000e-03,2.640000,
5.426500e-03,2.720000,5.426500e-03,0.076000,5.426500e-03,2.640000,
5.427000e-03,2.720000,5.427000e-03,0.076000,5.427000e-03,2.640000,
5.427500e-03,2.720000,5.427500e-03,0.062000,5.427500e-03,2.640000,
5.428000e-03,2.720000,5.428000e-03,0.086000,5.428000e-03,2.640000,
5.428500e-03,2.720000,5.428500e-03,0.078000,5.428500e-03,2.640000,
5.429000e-03,2.720000,5.429000e-03,0.076000,5.429000e-03,2.640000,
5.429500e-03,2.760000,5.429500e-03,0.064000,5.429500e-03,2.640000,
5.430000e-03,2.720000,5.430000e-03,0.076000,5.430000e-03,2.640000,
5.430500e-03,2.760000,5.430500e-03,0.080000,5.430500e-03,2.640000,
5.431000e-03,2.720000,5.431000e-03,0.086000,5.431000e-03,2.640000,
5.431500e-03,2.720000,5.431500e-03,0.062000,5.431500e-03,2.640000,
5.432000e-03,2.720000,5.432000e-03,0.054000,5.432000e-03,2.640000,
5.432500e-03,2.720000,5.432500e-03,0.062000,5.432500e-03,2.640000,
5.433000e-03,2.760000,5.433000e-03,0.080000,5.433000e-03,2.640000,
5.433500e-03,2.760000,5.433500e-03,0.086000,5.433500e-03,2.640000,
5.434000e-03,2.720000,5.434000e-03,0.064000,5.434000e-03,2.640000,
5.434500e-03,2.720000,5.434500e-03,0.090000,5.434500e-03,2.640000,
5.435000e-03,2.760000,5.435000e-03,0.080000,5.435000e-03,2.640000,
5.435500e-03,2.760000,5.435500e-03,0.076000,5.435500e-03,2.640000,
5.436000e-03,2.720000,5.436000e-03,0.060000,5.436000e-03,2.640000,
5.436500e-03,2.720000,5.436500e-03,0.070000,5.436500e-03,2.640000,
5.437000e-03,2.720000,5.437000e-03,0.086000,5.437000e-03,2.640000,
5.437500e-03,2.720000,5.437500e-03,0.052000,5.437500e-03,2.640000,
5.438000e-03,2.720000,5.438000e-03,0.060000,5.438000e-03,2.640000,
5.438500e-03,2.720000,5.438500e-03,0.082000,5.438500e-03,2.640000,
5.439000e-03,2.760000,5.439000e-03,0.056000,5.439000e-03,2.640000,
5.439500e-03,2.760000,5.439500e-03,0.064000,5.439500e-03,2.640000,
5.440000e-03,2.720000,5.440000e-03,0.060000,5.440000e-03,2.640000,
5.440500e-03,2.760000,5.440500e-03,0.060000,5.440500e-03,2.640000,
5.441000e-03,2.720000,5.441000e-03,0.072000,5.441000e-03,2.640000,
5.441500e-03,2.720000,5.441500e-03,0.068000,5.441500e-03,2.560000,
5.442000e-03,2.720000,5.442000e-03,0.070000,5.442000e-03,2.640000,
5.442500e-03,2.720000,5.442500e-03,0.072000,5.442500e-03,2.640000,
5.443000e-03,2.760000,5.443000e-03,0.090000,5.443000e-03,2.640000,
5.443500e-03,2.720000,5.443500e-03,0.082000,5.443500e-03,2.560000,
5.444000e-03,2.720000,5.444000e-03,0.060000,5.444000e-03,2.560000,
5.444500e-03,2.680000,5.444500e-03,0.052000,5.444500e-03,2.560000,
5.445000e-03,2.720000,5.445000e-03,0.062000,5.445000e-03,2.560000,
5.445500e-03,2.720000,5.445500e-03,0.072000,5.445500e-03,2.560000,
5.446000e-03,2.720000,5.446000e-03,0.046000,5.446000e-03,2.560000,
5.446500e-03,2.760000,5.446500e-03,0.070000,5.446500e-03,2.640000,
5.447000e-03,2.760000,5.447000e-03,0.072000,5.447000e-03,2.640000,
5.447500e-03,2.760000,5.447500e-03,0.080000,5.447500e-03,2.560000,
5.448000e-03,2.760000,5.448000e-03,0.080000,5.448000e-03,2.640000,
5.448500e-03,2.720000,5.448500e-03,0.062000,5.448500e-03,2.560000,
5.449000e-03,2.720000,5.449000e-03,0.064000,5.449000e-03,2.560000,
5.449500e-03,2.720000,5.449500e-03,0.070000,5.449500e-03,2.560000,
5.450000e-03,2.760000,5.450000e-03,0.048000,5.450000e-03,2.640000,
5.450500e-03,2.720000,5.450500e-03,0.072000,5.450500e-03,2.560000,
5.451000e-03,2.720000,5.451000e-03,0.056000,5.451000e-03,2.560000,
5.451500e-03,2.720000,5.451500e-03,0.052000,5.451500e-03,2.560000,
5.452000e-03,2.720000,5.452000e-03,0.052000,5.452000e-03,2.560000,
5.452500e-03,2.760000,5.452500e-03,0.054000,5.452500e-03,2.560000,
5.453000e-03,2.760000,5.453000e-03,0.060000,5.453000e-03,2.560000,
5.453500e-03,2.760000,5.453500e-03,0.078000,5.453500e-03,2.560000,
5.454000e-03,2.720000,5.454000e-03,0.064000,5.454000e-03,2.560000,
5.454500e-03,2.760000,5.454500e-03,0.076000,5.454500e-03,2.560000,
5.455000e-03,2.760000,5.455000e-03,0.068000,5.455000e-03,2.560000,
5.455500e-03,2.760000,5.455500e-03,0.076000,5.455500e-03,2.560000,
5.456000e-03,2.760000,5.456000e-03,0.080000,5.456000e-03,2.560000,
5.456500e-03,2.760000,5.456500e-03,0.044000,5.456500e-03,2.560000,
5.457000e-03,2.760000,5.457000e-03,0.068000,5.457000e-03,2.560000,
5.457500e-03,2.760000,5.457500e-03,0.046000,5.457500e-03,2.560000,
5.458000e-03,2.720000,5.458000e-03,0.072000,5.458000e-03,2.560000,
5.458500e-03,2.760000,5.458500e-03,0.068000,5.458500e-03,2.560000,
5.459000e-03,2.760000,5.459000e-03,0.068000,5.459000e-03,2.560000,
5.459500e-03,2.720000,5.459500e-03,0.052000,5.459500e-03,2.560000,
5.460000e-03,2.720000,5.460000e-03,0.060000,5.460000e-03,2.560000,
5.460500e-03,2.720000,5.460500e-03,0.062000,5.460500e-03,2.560000,
5.461000e-03,2.720000,5.461000e-03,0.076000,5.461000e-03,2.560000,
5.461500e-03,2.720000,5.461500e-03,0.060000,5.461500e-03,2.560000,
5.462000e-03,2.720000,5.462000e-03,0.046000,5.462000e-03,2.560000,
5.462500e-03,2.720000,5.462500e-03,0.054000,5.462500e-03,2.560000,
5.463000e-03,2.720000,5.463000e-03,0.048000,5.463000e-03,2.560000,
5.463500e-03,2.760000,5.463500e-03,0.070000,5.463500e-03,2.560000,
5.464000e-03,2.760000,5.464000e-03,0.038000,5.464000e-03,2.560000,
5.464500e-03,2.760000,5.464500e-03,0.062000,5.464500e-03,2.560000,
5.465000e-03,2.760000,5.465000e-03,0.056000,5.465000e-03,2.560000,
5.465500e-03,2.720000,5.465500e-03,0.072000,5.465500e-03,2.560000,
5.466000e-03,2.720000,5.466000e-03,0.076000,5.466000e-03,2.560000,
5.466500e-03,2.720000,5.466500e-03,0.036000,5.466500e-03,2.560000,
5.467000e-03,2.720000,5.467000e-03,0.072000,5.467000e-03,2.560000,
5.467500e-03,2.720000,5.467500e-03,0.068000,5.467500e-03,2.560000,
5.468000e-03,2.720000,5.468000e-03,0.048000,5.468000e-03,2.560000,
5.468500e-03,2.720000,5.468500e-03,0.046000,5.468500e-03,2.560000,
5.469000e-03,2.720000,5.469000e-03,0.090000,5.469000e-03,2.560000,
5.469500e-03,2.720000,5.469500e-03,0.052000,5.469500e-03,2.560000,
5.470000e-03,2.760000,5.470000e-03,0.056000,5.470000e-03,2.560000,
5.470500e-03,2.760000,5.470500e-03,0.052000,5.470500e-03,2.560000,
5.471000e-03,2.720000,5.471000e-03,0.064000,5.471000e-03,2.560000,
5.471500e-03,2.720000,5.471500e-03,0.072000,5.471500e-03,2.560000,
5.472000e-03,2.760000,5.472000e-03,0.062000,5.472000e-03,2.560000,
5.472500e-03,2.720000,5.472500e-03,0.096000,5.472500e-03,2.560000,
5.473000e-03,2.720000,5.473000e-03,0.044000,5.473000e-03,2.560000,
5.473500e-03,2.720000,5.473500e-03,0.056000,5.473500e-03,2.560000,
5.474000e-03,2.720000,5.474000e-03,0.056000,5.474000e-03,2.560000,
5.474500e-03,2.760000,5.474500e-03,0.052000,5.474500e-03,2.560000,
5.475000e-03,2.720000,5.475000e-03,0.064000,5.475000e-03,2.560000,
5.475500e-03,2.720000,5.475500e-03,0.064000,5.475500e-03,2.560000,
5.476000e-03,2.720000,5.476000e-03,0.060000,5.476000e-03,2.560000,
5.476500e-03,2.720000,5.476500e-03,0.048000,5.476500e-03,2.560000,
5.477000e-03,2.720000,5.477000e-03,0.026000,5.477000e-03,2.560000,
5.477500e-03,2.720000,5.477500e-03,0.048000,5.477500e-03,2.480000,
5.478000e-03,2.720000,5.478000e-03,0.044000,5.478000e-03,2.560000,
5.478500e-03,2.720000,5.478500e-03,0.068000,5.478500e-03,2.560000,
5.479000e-03,2.720000,5.479000e-03,0.040000,5.479000e-03,2.560000,
5.479500e-03,2.720000,5.479500e-03,0.054000,5.479500e-03,2.560000,
5.480000e-03,2.720000,5.480000e-03,0.040000,5.480000e-03,2.480000,
5.480500e-03,2.720000,5.480500e-03,0.046000,5.480500e-03,2.560000,
5.481000e-03,2.720000,5.481000e-03,0.036000,5.481000e-03,2.480000,
5.481500e-03,2.720000,5.481500e-03,0.040000,5.481500e-03,2.480000,
5.482000e-03,2.720000,5.482000e-03,0.062000,5.482000e-03,2.560000,
5.482500e-03,2.720000,5.482500e-03,0.048000,5.482500e-03,2.560000,
5.483000e-03,2.720000,5.483000e-03,0.034000,5.483000e-03,2.480000,
5.483500e-03,2.720000,5.483500e-03,0.054000,5.483500e-03,2.480000,
5.484000e-03,2.720000,5.484000e-03,0.054000,5.484000e-03,2.480000,
5.484500e-03,2.720000,5.484500e-03,0.056000,5.484500e-03,2.480000,
5.485000e-03,2.720000,5.485000e-03,0.044000,5.485000e-03,2.480000,
5.485500e-03,2.720000,5.485500e-03,0.048000,5.485500e-03,2.480000,
5.486000e-03,2.720000,5.486000e-03,0.054000,5.486000e-03,2.480000,
5.486500e-03,2.720000,5.486500e-03,0.034000,5.486500e-03,2.480000,
5.487000e-03,2.720000,5.487000e-03,0.068000,5.487000e-03,2.480000,
5.487500e-03,2.760000,5.487500e-03,0.044000,5.487500e-03,2.480000,
5.488000e-03,2.760000,5.488000e-03,0.062000,5.488000e-03,2.480000,
5.488500e-03,2.720000,5.488500e-03,0.056000,5.488500e-03,2.480000,
5.489000e-03,2.720000,5.489000e-03,0.038000,5.489000e-03,2.480000,
5.489500e-03,2.760000,5.489500e-03,0.054000,5.489500e-03,2.480000,
5.490000e-03,2.720000,5.490000e-03,0.062000,5.490000e-03,2.480000,
5.490500e-03,2.760000,5.490500e-03,0.060000,5.490500e-03,2.480000,
5.491000e-03,2.760000,5.491000e-03,0.062000,5.491000e-03,2.480000,
5.491500e-03,2.760000,5.491500e-03,0.040000,5.491500e-03,2.480000,
5.492000e-03,2.760000,5.492000e-03,0.044000,5.492000e-03,2.480000,
5.492500e-03,2.720000,5.492500e-03,0.034000,5.492500e-03,2.480000,
5.493000e-03,2.720000,5.493000e-03,0.034000,5.493000e-03,2.480000,
5.493500e-03,2.760000,5.493500e-03,0.046000,5.493500e-03,2.480000,
5.494000e-03,2.760000,5.494000e-03,0.052000,5.494000e-03,2.480000,
5.494500e-03,2.720000,5.494500e-03,0.052000,5.494500e-03,2.480000,
5.495000e-03,2.760000,5.495000e-03,0.064000,5.495000e-03,2.480000,
5.495500e-03,2.720000,5.495500e-03,0.052000,5.495500e-03,2.480000,
5.496000e-03,2.720000,5.496000e-03,0.054000,5.496000e-03,2.480000,
5.496500e-03,2.720000,5.496500e-03,0.040000,5.496500e-03,2.480000,
5.497000e-03,2.720000,5.497000e-03,0.038000,5.497000e-03,2.480000,
5.497500e-03,2.720000,5.497500e-03,0.018000,5.497500e-03,2.480000,
5.498000e-03,2.720000,5.498000e-03,0.040000,5.498000e-03,2.480000,
5.498500e-03,2.720000,5.498500e-03,0.044000,5.498500e-03,2.480000,
5.499000e-03,2.720000,5.499000e-03,0.046000,5.499000e-03,2.480000,
5.499500e-03,2.720000,5.499500e-03,0.038000,5.499500e-03,2.480000,
