Format,1.0B,
Memory Length,10000,Memory Length,10000,Memory Length,10000,
IntpDistance,0,IntpDistance,0,IntpDistance,0,
Trigger Address,-2251,Trigger Address,-2251,Trigger Address,-2251,
Trigger Level,-3.200E-01,Trigger Level,-3.200E-01,Trigger Level,-3.200E-01,
Source,CH2,Source,CH3,Source,CH4,
Vertical Units,V,Vertical Units,V,Vertical Units,V,
Vertical Units Div,0,Vertical Units Div,0,Vertical Units Div,0,
Vertical Units Extend Div,15,Vertical Units Extend Div,15,Vertical Units Extend Div,15,
Label, ,Label, ,Label, ,
Probe Type,0,Probe Type,0,Probe Type,0,
Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,
Vertical Scale,1.000E+00,Vertical Scale,5.000E-02,Vertical Scale,2.000E+00,
Vertical Position,2.840E+00,Vertical Position,2.000E-01,Vertical Position,-8.000E-02,
Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,5.000E-04,Horizontal Scale,5.000E-04,Horizontal Scale,5.000E-04,
Horizontal Position,3.625E-03,Horizontal Position,3.625E-03,Horizontal Position,3.625E-03,
Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,
SincET Mode,Real Time,SincET Mode,Real Time,SincET Mode,Real Time,
Sampling Period,5.000E-07,Sampling Period,5.000E-07,Sampling Period,5.000E-07,
Horizontal Old Scale,5.000E-04,Horizontal Old Scale,5.000E-04,Horizontal Old Scale,5.000E-04,
Horizontal Old Position,3.625E-03,Horizontal Old Position,3.625E-03,Horizontal Old Position,3.625E-03,
Firmware,V1.09,Firmware,V1.09,Firmware,V1.09,
Mode,Detail,Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,Waveform Data,,
2.436000e-03,2.760000,2.436000e-03,0.106000,2.436000e-03,4.080000,
2.436500e-03,2.760000,2.436500e-03,0.104000,2.436500e-03,4.080000,
2.437000e-03,2.760000,2.437000e-03,0.106000,2.437000e-03,4.080000,
2.437500e-03,2.720000,2.437500e-03,0.112000,2.437500e-03,4.000000,
2.438000e-03,2.720000,2.438000e-03,0.106000,2.438000e-03,4.000000,
2.438500e-03,2.720000,2.438500e-03,0.104000,2.438500e-03,4.080000,
2.439000e-03,2.760000,2.439000e-03,0.106000,2.439000e-03,4.000000,
2.439500e-03,2.720000,2.439500e-03,0.102000,2.439500e-03,4.000000,
2.440000e-03,2.720000,2.440000e-03,0.106000,2.440000e-03,4.000000,
2.440500e-03,2.720000,2.440500e-03,0.106000,2.440500e-03,4.000000,
2.441000e-03,2.720000,2.441000e-03,0.106000,2.441000e-03,4.000000,
2.441500e-03,2.720000,2.441500e-03,0.104000,2.441500e-03,4.000000,
2.442000e-03,2.720000,2.442000e-03,0.106000,2.442000e-03,4.000000,
2.442500e-03,2.720000,2.442500e-03,0.110000,2.442500e-03,4.000000,
2.443000e-03,2.720000,2.443000e-03,0.102000,2.443000e-03,4.000000,
2.443500e-03,2.760000,2.443500e-03,0.098000,2.443500e-03,4.080000,
2.444000e-03,2.760000,2.444000e-03,0.102000,2.444000e-03,4.080000,
2.444500e-03,2.720000,2.444500e-03,0.096000,2.444500e-03,4.080000,
2.445000e-03,2.760000,2.445000e-03,0.096000,2.445000e-03,4.080000,
2.445500e-03,2.760000,2.445500e-03,0.106000,2.445500e-03,4.080000,
2.446000e-03,2.760000,2.446000e-03,0.102000,2.446000e-03,4.080000,
2.446500e-03,2.720000,2.446500e-03,0.104000,2.446500e-03,4.080000,
2.447000e-03,2.760000,2.447000e-03,0.102000,2.447000e-03,4.080000,
2.447500e-03,2.760000,2.447500e-03,0.102000,2.447500e-03,4.080000,
2.448000e-03,2.760000,2.448000e-03,0.102000,2.448000e-03,4.080000,
2.448500e-03,2.760000,2.448500e-03,0.104000,2.448500e-03,4.080000,
2.449000e-03,2.720000,2.449000e-03,0.102000,2.449000e-03,4.080000,
2.449500e-03,2.720000,2.449500e-03,0.104000,2.449500e-03,4.080000,
2.450000e-03,2.760000,2.450000e-03,0.104000,2.450000e-03,4.080000,
2.450500e-03,2.760000,2.450500e-03,0.102000,2.450500e-03,4.080000,
2.451000e-03,2.760000,2.451000e-03,0.098000,2.451000e-03,4.080000,
2.451500e-03,2.760000,2.451500e-03,0.098000,2.451500e-03,4.080000,
2.452000e-03,2.720000,2.452000e-03,0.102000,2.452000e-03,4.080000,
2.452500e-03,2.760000,2.452500e-03,0.096000,2.452500e-03,4.080000,
2.453000e-03,2.760000,2.453000e-03,0.102000,2.453000e-03,4.080000,
2.453500e-03,2.720000,2.453500e-03,0.096000,2.453500e-03,4.080000,
2.454000e-03,2.720000,2.454000e-03,0.102000,2.454000e-03,4.080000,
2.454500e-03,2.720000,2.454500e-03,0.102000,2.454500e-03,4.080000,
2.455000e-03,2.720000,2.455000e-03,0.096000,2.455000e-03,4.080000,
2.455500e-03,2.720000,2.455500e-03,0.096000,2.455500e-03,4.080000,
2.456000e-03,2.720000,2.456000e-03,0.104000,2.456000e-03,4.080000,
2.456500e-03,2.720000,2.456500e-03,0.090000,2.456500e-03,4.080000,
2.457000e-03,2.720000,2.457000e-03,0.096000,2.457000e-03,4.080000,
2.457500e-03,2.720000,2.457500e-03,0.096000,2.457500e-03,4.080000,
2.458000e-03,2.720000,2.458000e-03,0.096000,2.458000e-03,4.080000,
2.458500e-03,2.760000,2.458500e-03,0.096000,2.458500e-03,4.080000,
2.459000e-03,2.760000,2.459000e-03,0.094000,2.459000e-03,4.080000,
2.459500e-03,2.760000,2.459500e-03,0.096000,2.459500e-03,4.080000,
2.460000e-03,2.720000,2.460000e-03,0.104000,2.460000e-03,4.080000,
2.460500e-03,2.760000,2.460500e-03,0.094000,2.460500e-03,4.080000,
2.461000e-03,2.720000,2.461000e-03,0.098000,2.461000e-03,4.080000,
2.461500e-03,2.720000,2.461500e-03,0.104000,2.461500e-03,4.080000,
2.462000e-03,2.720000,2.462000e-03,0.090000,2.462000e-03,4.080000,
2.462500e-03,2.720000,2.462500e-03,0.104000,2.462500e-03,4.080000,
2.463000e-03,2.720000,2.463000e-03,0.096000,2.463000e-03,4.080000,
2.463500e-03,2.720000,2.463500e-03,0.102000,2.463500e-03,4.080000,
2.464000e-03,2.720000,2.464000e-03,0.094000,2.464000e-03,4.080000,
2.464500e-03,2.720000,2.464500e-03,0.098000,2.464500e-03,4.080000,
2.465000e-03,2.720000,2.465000e-03,0.098000,2.465000e-03,4.080000,
2.465500e-03,2.720000,2.465500e-03,0.094000,2.465500e-03,4.080000,
2.466000e-03,2.720000,2.466000e-03,0.096000,2.466000e-03,4.080000,
2.466500e-03,2.720000,2.466500e-03,0.098000,2.466500e-03,4.080000,
2.467000e-03,2.720000,2.467000e-03,0.096000,2.467000e-03,4.080000,
2.467500e-03,2.720000,2.467500e-03,0.096000,2.467500e-03,4.080000,
2.468000e-03,2.720000,2.468000e-03,0.098000,2.468000e-03,4.080000,
2.468500e-03,2.720000,2.468500e-03,0.088000,2.468500e-03,4.080000,
2.469000e-03,2.720000,2.469000e-03,0.098000,2.469000e-03,4.080000,
2.469500e-03,2.720000,2.469500e-03,0.090000,2.469500e-03,4.080000,
2.470000e-03,2.720000,2.470000e-03,0.098000,2.470000e-03,4.080000,
2.470500e-03,2.720000,2.470500e-03,0.086000,2.470500e-03,4.080000,
2.471000e-03,2.720000,2.471000e-03,0.098000,2.471000e-03,4.080000,
2.471500e-03,2.720000,2.471500e-03,0.096000,2.471500e-03,4.080000,
2.472000e-03,2.720000,2.472000e-03,0.094000,2.472000e-03,4.080000,
2.472500e-03,2.720000,2.472500e-03,0.094000,2.472500e-03,4.080000,
2.473000e-03,2.720000,2.473000e-03,0.096000,2.473000e-03,4.080000,
2.473500e-03,2.720000,2.473500e-03,0.090000,2.473500e-03,4.080000,
2.474000e-03,2.720000,2.474000e-03,0.088000,2.474000e-03,4.080000,
2.474500e-03,2.720000,2.474500e-03,0.090000,2.474500e-03,4.080000,
2.475000e-03,2.720000,2.475000e-03,0.098000,2.475000e-03,4.080000,
2.475500e-03,2.720000,2.475500e-03,0.088000,2.475500e-03,4.080000,
2.476000e-03,2.720000,2.476000e-03,0.094000,2.476000e-03,4.080000,
2.476500e-03,2.720000,2.476500e-03,0.090000,2.476500e-03,4.080000,
2.477000e-03,2.720000,2.477000e-03,0.096000,2.477000e-03,4.080000,
2.477500e-03,2.720000,2.477500e-03,0.096000,2.477500e-03,4.080000,
2.478000e-03,2.720000,2.478000e-03,0.082000,2.478000e-03,4.080000,
2.478500e-03,2.720000,2.478500e-03,0.094000,2.478500e-03,4.080000,
2.479000e-03,2.720000,2.479000e-03,0.094000,2.479000e-03,4.080000,
2.479500e-03,2.760000,2.479500e-03,0.094000,2.479500e-03,4.160000,
2.480000e-03,2.760000,2.480000e-03,0.088000,2.480000e-03,4.160000,
2.480500e-03,2.760000,2.480500e-03,0.086000,2.480500e-03,4.160000,
2.481000e-03,2.720000,2.481000e-03,0.104000,2.481000e-03,4.080000,
2.481500e-03,2.720000,2.481500e-03,0.086000,2.481500e-03,4.160000,
2.482000e-03,2.720000,2.482000e-03,0.090000,2.482000e-03,4.160000,
2.482500e-03,2.760000,2.482500e-03,0.088000,2.482500e-03,4.160000,
2.483000e-03,2.760000,2.483000e-03,0.090000,2.483000e-03,4.160000,
2.483500e-03,2.760000,2.483500e-03,0.082000,2.483500e-03,4.160000,
2.484000e-03,2.760000,2.484000e-03,0.086000,2.484000e-03,4.160000,
2.484500e-03,2.720000,2.484500e-03,0.090000,2.484500e-03,4.160000,
2.485000e-03,2.760000,2.485000e-03,0.086000,2.485000e-03,4.160000,
2.485500e-03,2.720000,2.485500e-03,0.082000,2.485500e-03,4.160000,
2.486000e-03,2.760000,2.486000e-03,0.088000,2.486000e-03,4.160000,
2.486500e-03,2.760000,2.486500e-03,0.088000,2.486500e-03,4.080000,
2.487000e-03,2.760000,2.487000e-03,0.090000,2.487000e-03,4.160000,
2.487500e-03,2.720000,2.487500e-03,0.080000,2.487500e-03,4.160000,
2.488000e-03,2.760000,2.488000e-03,0.088000,2.488000e-03,4.160000,
2.488500e-03,2.720000,2.488500e-03,0.082000,2.488500e-03,4.160000,
2.489000e-03,2.720000,2.489000e-03,0.088000,2.489000e-03,4.160000,
2.489500e-03,2.720000,2.489500e-03,0.088000,2.489500e-03,4.160000,
2.490000e-03,2.760000,2.490000e-03,0.082000,2.490000e-03,4.160000,
2.490500e-03,2.720000,2.490500e-03,0.080000,2.490500e-03,4.080000,
2.491000e-03,2.720000,2.491000e-03,0.086000,2.491000e-03,4.160000,
2.491500e-03,2.720000,2.491500e-03,0.090000,2.491500e-03,4.160000,
2.492000e-03,2.720000,2.492000e-03,0.082000,2.492000e-03,4.160000,
2.492500e-03,2.720000,2.492500e-03,0.086000,2.492500e-03,4.160000,
2.493000e-03,2.720000,2.493000e-03,0.086000,2.493000e-03,4.160000,
2.493500e-03,2.720000,2.493500e-03,0.082000,2.493500e-03,4.160000,
2.494000e-03,2.720000,2.494000e-03,0.086000,2.494000e-03,4.160000,
2.494500e-03,2.720000,2.494500e-03,0.086000,2.494500e-03,4.160000,
2.495000e-03,2.760000,2.495000e-03,0.076000,2.495000e-03,4.160000,
2.495500e-03,2.760000,2.495500e-03,0.078000,2.495500e-03,4.160000,
2.496000e-03,2.720000,2.496000e-03,0.078000,2.496000e-03,4.160000,
2.496500e-03,2.720000,2.496500e-03,0.080000,2.496500e-03,4.160000,
2.497000e-03,2.720000,2.497000e-03,0.086000,2.497000e-03,4.160000,
2.497500e-03,2.720000,2.497500e-03,0.080000,2.497500e-03,4.160000,
2.498000e-03,2.760000,2.498000e-03,0.078000,2.498000e-03,4.160000,
2.498500e-03,2.720000,2.498500e-03,0.082000,2.498500e-03,4.160000,
2.499000e-03,2.760000,2.499000e-03,0.082000,2.499000e-03,4.160000,
2.499500e-03,2.720000,2.499500e-03,0.082000,2.499500e-03,4.160000,
2.500000e-03,2.720000,2.500000e-03,0.080000,2.500000e-03,4.160000,
2.500500e-03,2.720000,2.500500e-03,0.080000,2.500500e-03,4.160000,
2.501000e-03,2.720000,2.501000e-03,0.080000,2.501000e-03,4.160000,
2.501500e-03,2.720000,2.501500e-03,0.080000,2.501500e-03,4.160000,
2.502000e-03,2.720000,2.502000e-03,0.082000,2.502000e-03,4.160000,
2.502500e-03,2.720000,2.502500e-03,0.080000,2.502500e-03,4.160000,
2.503000e-03,2.720000,2.503000e-03,0.086000,2.503000e-03,4.160000,
2.503500e-03,2.720000,2.503500e-03,0.080000,2.503500e-03,4.160000,
2.504000e-03,2.720000,2.504000e-03,0.082000,2.504000e-03,4.160000,
2.504500e-03,2.720000,2.504500e-03,0.080000,2.504500e-03,4.160000,
2.505000e-03,2.760000,2.505000e-03,0.082000,2.505000e-03,4.160000,
2.505500e-03,2.720000,2.505500e-03,0.078000,2.505500e-03,4.160000,
2.506000e-03,2.720000,2.506000e-03,0.078000,2.506000e-03,4.160000,
2.506500e-03,2.720000,2.506500e-03,0.088000,2.506500e-03,4.160000,
2.507000e-03,2.720000,2.507000e-03,0.082000,2.507000e-03,4.160000,
2.507500e-03,2.760000,2.507500e-03,0.076000,2.507500e-03,4.160000,
2.508000e-03,2.720000,2.508000e-03,0.076000,2.508000e-03,4.160000,
2.508500e-03,2.720000,2.508500e-03,0.076000,2.508500e-03,4.160000,
2.509000e-03,2.720000,2.509000e-03,0.080000,2.509000e-03,4.160000,
2.509500e-03,2.720000,2.509500e-03,0.078000,2.509500e-03,4.160000,
2.510000e-03,2.720000,2.510000e-03,0.078000,2.510000e-03,4.160000,
2.510500e-03,2.720000,2.510500e-03,0.082000,2.510500e-03,4.160000,
2.511000e-03,2.720000,2.511000e-03,0.068000,2.511000e-03,4.160000,
2.511500e-03,2.720000,2.511500e-03,0.076000,2.511500e-03,4.160000,
2.512000e-03,2.760000,2.512000e-03,0.072000,2.512000e-03,4.160000,
2.512500e-03,2.720000,2.512500e-03,0.078000,2.512500e-03,4.160000,
2.513000e-03,2.760000,2.513000e-03,0.068000,2.513000e-03,4.160000,
2.513500e-03,2.720000,2.513500e-03,0.064000,2.513500e-03,4.160000,
2.514000e-03,2.720000,2.514000e-03,0.076000,2.514000e-03,4.160000,
2.514500e-03,2.720000,2.514500e-03,0.068000,2.514500e-03,4.160000,
2.515000e-03,2.760000,2.515000e-03,0.070000,2.515000e-03,4.160000,
2.515500e-03,2.760000,2.515500e-03,0.072000,2.515500e-03,4.240000,
2.516000e-03,2.760000,2.516000e-03,0.080000,2.516000e-03,4.240000,
2.516500e-03,2.720000,2.516500e-03,0.070000,2.516500e-03,4.160000,
2.517000e-03,2.720000,2.517000e-03,0.076000,2.517000e-03,4.160000,
2.517500e-03,2.720000,2.517500e-03,0.086000,2.517500e-03,4.160000,
2.518000e-03,2.720000,2.518000e-03,0.076000,2.518000e-03,4.160000,
2.518500e-03,2.760000,2.518500e-03,0.078000,2.518500e-03,4.160000,
2.519000e-03,2.760000,2.519000e-03,0.064000,2.519000e-03,4.240000,
2.519500e-03,2.720000,2.519500e-03,0.068000,2.519500e-03,4.160000,
2.520000e-03,2.720000,2.520000e-03,0.068000,2.520000e-03,4.160000,
2.520500e-03,2.720000,2.520500e-03,0.072000,2.520500e-03,4.240000,
2.521000e-03,2.760000,2.521000e-03,0.080000,2.521000e-03,4.240000,
2.521500e-03,2.720000,2.521500e-03,0.078000,2.521500e-03,4.160000,
2.522000e-03,2.760000,2.522000e-03,0.072000,2.522000e-03,4.240000,
2.522500e-03,2.720000,2.522500e-03,0.072000,2.522500e-03,4.160000,
2.523000e-03,2.760000,2.523000e-03,0.078000,2.523000e-03,4.240000,
2.523500e-03,2.760000,2.523500e-03,0.070000,2.523500e-03,4.240000,
2.524000e-03,2.720000,2.524000e-03,0.068000,2.524000e-03,4.240000,
2.524500e-03,2.760000,2.524500e-03,0.072000,2.524500e-03,4.240000,
2.525000e-03,2.760000,2.525000e-03,0.072000,2.525000e-03,4.240000,
2.525500e-03,2.760000,2.525500e-03,0.068000,2.525500e-03,4.240000,
2.526000e-03,2.760000,2.526000e-03,0.072000,2.526000e-03,4.240000,
2.526500e-03,2.760000,2.526500e-03,0.068000,2.526500e-03,4.240000,
2.527000e-03,2.720000,2.527000e-03,0.070000,2.527000e-03,4.240000,
2.527500e-03,2.720000,2.527500e-03,0.064000,2.527500e-03,4.160000,
2.528000e-03,2.720000,2.528000e-03,0.076000,2.528000e-03,4.160000,
2.528500e-03,2.720000,2.528500e-03,0.072000,2.528500e-03,4.160000,
2.529000e-03,2.720000,2.529000e-03,0.062000,2.529000e-03,4.240000,
2.529500e-03,2.720000,2.529500e-03,0.068000,2.529500e-03,4.240000,
2.530000e-03,2.720000,2.530000e-03,0.070000,2.530000e-03,4.160000,
2.530500e-03,2.720000,2.530500e-03,0.068000,2.530500e-03,4.160000,
2.531000e-03,2.720000,2.531000e-03,0.068000,2.531000e-03,4.160000,
2.531500e-03,2.720000,2.531500e-03,0.070000,2.531500e-03,4.240000,
2.532000e-03,2.720000,2.532000e-03,0.064000,2.532000e-03,4.240000,
2.532500e-03,2.760000,2.532500e-03,0.062000,2.532500e-03,4.240000,
2.533000e-03,2.720000,2.533000e-03,0.060000,2.533000e-03,4.240000,
2.533500e-03,2.720000,2.533500e-03,0.068000,2.533500e-03,4.240000,
2.534000e-03,2.720000,2.534000e-03,0.062000,2.534000e-03,4.240000,
2.534500e-03,2.720000,2.534500e-03,0.060000,2.534500e-03,4.240000,
2.535000e-03,2.720000,2.535000e-03,0.072000,2.535000e-03,4.240000,
2.535500e-03,2.720000,2.535500e-03,0.068000,2.535500e-03,4.240000,
2.536000e-03,2.720000,2.536000e-03,0.068000,2.536000e-03,4.240000,
2.536500e-03,2.720000,2.536500e-03,0.060000,2.536500e-03,4.240000,
2.537000e-03,2.720000,2.537000e-03,0.068000,2.537000e-03,4.240000,
2.537500e-03,2.720000,2.537500e-03,0.064000,2.537500e-03,4.240000,
2.538000e-03,2.760000,2.538000e-03,0.060000,2.538000e-03,4.240000,
2.538500e-03,2.720000,2.538500e-03,0.062000,2.538500e-03,4.240000,
2.539000e-03,2.720000,2.539000e-03,0.060000,2.539000e-03,4.240000,
2.539500e-03,2.720000,2.539500e-03,0.062000,2.539500e-03,4.240000,
2.540000e-03,2.720000,2.540000e-03,0.060000,2.540000e-03,4.240000,
2.540500e-03,2.720000,2.540500e-03,0.060000,2.540500e-03,4.240000,
2.541000e-03,2.720000,2.541000e-03,0.060000,2.541000e-03,4.240000,
2.541500e-03,2.760000,2.541500e-03,0.060000,2.541500e-03,4.240000,
2.542000e-03,2.760000,2.542000e-03,0.064000,2.542000e-03,4.240000,
2.542500e-03,2.760000,2.542500e-03,0.056000,2.542500e-03,4.240000,
2.543000e-03,2.720000,2.543000e-03,0.056000,2.543000e-03,4.240000,
2.543500e-03,2.720000,2.543500e-03,0.060000,2.543500e-03,4.240000,
2.544000e-03,2.720000,2.544000e-03,0.060000,2.544000e-03,4.240000,
2.544500e-03,2.760000,2.544500e-03,0.060000,2.544500e-03,4.240000,
2.545000e-03,2.760000,2.545000e-03,0.056000,2.545000e-03,4.240000,
2.545500e-03,2.760000,2.545500e-03,0.060000,2.545500e-03,4.240000,
2.546000e-03,2.760000,2.546000e-03,0.060000,2.546000e-03,4.240000,
2.546500e-03,2.720000,2.546500e-03,0.056000,2.546500e-03,4.240000,
2.547000e-03,2.760000,2.547000e-03,0.054000,2.547000e-03,4.240000,
2.547500e-03,2.760000,2.547500e-03,0.060000,2.547500e-03,4.240000,
2.548000e-03,2.760000,2.548000e-03,0.056000,2.548000e-03,4.240000,
2.548500e-03,2.720000,2.548500e-03,0.048000,2.548500e-03,4.240000,
2.549000e-03,2.720000,2.549000e-03,0.054000,2.549000e-03,4.240000,
2.549500e-03,2.760000,2.549500e-03,0.064000,2.549500e-03,4.240000,
2.550000e-03,2.720000,2.550000e-03,0.054000,2.550000e-03,4.240000,
2.550500e-03,2.760000,2.550500e-03,0.056000,2.550500e-03,4.240000,
2.551000e-03,2.760000,2.551000e-03,0.048000,2.551000e-03,4.240000,
2.551500e-03,2.720000,2.551500e-03,0.060000,2.551500e-03,4.240000,
2.552000e-03,2.720000,2.552000e-03,0.052000,2.552000e-03,4.240000,
2.552500e-03,2.720000,2.552500e-03,0.054000,2.552500e-03,4.240000,
2.553000e-03,2.760000,2.553000e-03,0.060000,2.553000e-03,4.240000,
2.553500e-03,2.760000,2.553500e-03,0.046000,2.553500e-03,4.240000,
2.554000e-03,2.760000,2.554000e-03,0.052000,2.554000e-03,4.240000,
2.554500e-03,2.760000,2.554500e-03,0.048000,2.554500e-03,4.240000,
2.555000e-03,2.760000,2.555000e-03,0.054000,2.555000e-03,4.240000,
2.555500e-03,2.720000,2.555500e-03,0.044000,2.555500e-03,4.240000,
2.556000e-03,2.720000,2.556000e-03,0.062000,2.556000e-03,4.240000,
2.556500e-03,2.720000,2.556500e-03,0.046000,2.556500e-03,4.240000,
2.557000e-03,2.760000,2.557000e-03,0.052000,2.557000e-03,4.240000,
2.557500e-03,2.760000,2.557500e-03,0.056000,2.557500e-03,4.320000,
2.558000e-03,2.720000,2.558000e-03,0.052000,2.558000e-03,4.240000,
2.558500e-03,2.720000,2.558500e-03,0.048000,2.558500e-03,4.320000,
2.559000e-03,2.720000,2.559000e-03,0.044000,2.559000e-03,4.240000,
2.559500e-03,2.760000,2.559500e-03,0.048000,2.559500e-03,4.320000,
2.560000e-03,2.720000,2.560000e-03,0.048000,2.560000e-03,4.240000,
2.560500e-03,2.720000,2.560500e-03,0.046000,2.560500e-03,4.240000,
2.561000e-03,2.720000,2.561000e-03,0.048000,2.561000e-03,4.240000,
2.561500e-03,2.760000,2.561500e-03,0.046000,2.561500e-03,4.240000,
2.562000e-03,2.720000,2.562000e-03,0.054000,2.562000e-03,4.240000,
2.562500e-03,2.720000,2.562500e-03,0.044000,2.562500e-03,4.240000,
2.563000e-03,2.720000,2.563000e-03,0.054000,2.563000e-03,4.320000,
2.563500e-03,2.720000,2.563500e-03,0.062000,2.563500e-03,4.240000,
2.564000e-03,2.720000,2.564000e-03,0.044000,2.564000e-03,4.320000,
2.564500e-03,2.720000,2.564500e-03,0.048000,2.564500e-03,4.240000,
2.565000e-03,2.720000,2.565000e-03,0.046000,2.565000e-03,4.240000,
2.565500e-03,2.720000,2.565500e-03,0.044000,2.565500e-03,4.240000,
2.566000e-03,2.720000,2.566000e-03,0.046000,2.566000e-03,4.320000,
2.566500e-03,2.720000,2.566500e-03,0.056000,2.566500e-03,4.320000,
2.567000e-03,2.720000,2.567000e-03,0.048000,2.567000e-03,4.320000,
2.567500e-03,2.760000,2.567500e-03,0.040000,2.567500e-03,4.320000,
2.568000e-03,2.760000,2.568000e-03,0.044000,2.568000e-03,4.320000,
2.568500e-03,2.720000,2.568500e-03,0.038000,2.568500e-03,4.320000,
2.569000e-03,2.720000,2.569000e-03,0.046000,2.569000e-03,4.240000,
2.569500e-03,2.720000,2.569500e-03,0.048000,2.569500e-03,4.240000,
2.570000e-03,2.720000,2.570000e-03,0.044000,2.570000e-03,4.320000,
2.570500e-03,2.720000,2.570500e-03,0.044000,2.570500e-03,4.320000,
2.571000e-03,2.720000,2.571000e-03,0.040000,2.571000e-03,4.320000,
2.571500e-03,2.720000,2.571500e-03,0.048000,2.571500e-03,4.320000,
2.572000e-03,2.720000,2.572000e-03,0.036000,2.572000e-03,4.320000,
2.572500e-03,2.720000,2.572500e-03,0.048000,2.572500e-03,4.320000,
2.573000e-03,2.720000,2.573000e-03,0.048000,2.573000e-03,4.240000,
2.573500e-03,2.720000,2.573500e-03,0.044000,2.573500e-03,4.320000,
2.574000e-03,2.720000,2.574000e-03,0.040000,2.574000e-03,4.320000,
2.574500e-03,2.720000,2.574500e-03,0.040000,2.574500e-03,4.320000,
2.575000e-03,2.720000,2.575000e-03,0.038000,2.575000e-03,4.320000,
2.575500e-03,2.720000,2.575500e-03,0.044000,2.575500e-03,4.320000,
2.576000e-03,2.720000,2.576000e-03,0.034000,2.576000e-03,4.320000,
2.576500e-03,2.720000,2.576500e-03,0.044000,2.576500e-03,4.320000,
2.577000e-03,2.720000,2.577000e-03,0.046000,2.577000e-03,4.320000,
2.577500e-03,2.720000,2.577500e-03,0.044000,2.577500e-03,4.320000,
2.578000e-03,2.720000,2.578000e-03,0.044000,2.578000e-03,4.320000,
2.578500e-03,2.720000,2.578500e-03,0.036000,2.578500e-03,4.320000,
2.579000e-03,2.720000,2.579000e-03,0.030000,2.579000e-03,4.320000,
2.579500e-03,2.720000,2.579500e-03,0.040000,2.579500e-03,4.320000,
2.580000e-03,2.760000,2.580000e-03,0.038000,2.580000e-03,4.320000,
2.580500e-03,2.720000,2.580500e-03,0.028000,2.580500e-03,4.320000,
2.581000e-03,2.720000,2.581000e-03,0.046000,2.581000e-03,4.320000,
2.581500e-03,2.720000,2.581500e-03,0.044000,2.581500e-03,4.320000,
2.582000e-03,2.720000,2.582000e-03,0.036000,2.582000e-03,4.320000,
2.582500e-03,2.760000,2.582500e-03,0.028000,2.582500e-03,4.320000,
2.583000e-03,2.720000,2.583000e-03,0.036000,2.583000e-03,4.320000,
2.583500e-03,2.760000,2.583500e-03,0.036000,2.583500e-03,4.320000,
2.584000e-03,2.720000,2.584000e-03,0.030000,2.584000e-03,4.320000,
2.584500e-03,2.720000,2.584500e-03,0.034000,2.584500e-03,4.320000,
2.585000e-03,2.720000,2.585000e-03,0.026000,2.585000e-03,4.320000,
2.585500e-03,2.760000,2.585500e-03,0.036000,2.585500e-03,4.320000,
2.586000e-03,2.760000,2.586000e-03,0.030000,2.586000e-03,4.320000,
2.586500e-03,2.760000,2.586500e-03,0.036000,2.586500e-03,4.320000,
2.587000e-03,2.760000,2.587000e-03,0.038000,2.587000e-03,4.320000,
2.587500e-03,2.760000,2.587500e-03,0.028000,2.587500e-03,4.320000,
2.588000e-03,2.720000,2.588000e-03,0.036000,2.588000e-03,4.320000,
2.588500e-03,2.720000,2.588500e-03,0.046000,2.588500e-03,4.320000,
2.589000e-03,2.720000,2.589000e-03,0.030000,2.589000e-03,4.320000,
2.589500e-03,2.720000,2.589500e-03,0.026000,2.589500e-03,4.320000,
2.590000e-03,2.720000,2.590000e-03,0.034000,2.590000e-03,4.320000,
2.590500e-03,2.720000,2.590500e-03,0.034000,2.590500e-03,4.320000,
2.591000e-03,2.720000,2.591000e-03,0.030000,2.591000e-03,4.320000,
2.591500e-03,2.720000,2.591500e-03,0.030000,2.591500e-03,4.320000,
2.592000e-03,2.720000,2.592000e-03,0.028000,2.592000e-03,4.320000,
2.592500e-03,2.720000,2.592500e-03,0.022000,2.592500e-03,4.320000,
2.593000e-03,2.720000,2.593000e-03,0.036000,2.593000e-03,4.320000,
2.593500e-03,2.720000,2.593500e-03,0.034000,2.593500e-03,4.320000,
2.594000e-03,2.720000,2.594000e-03,0.036000,2.594000e-03,4.320000,
2.594500e-03,2.720000,2.594500e-03,0.030000,2.594500e-03,4.320000,
2.595000e-03,2.720000,2.595000e-03,0.034000,2.595000e-03,4.320000,
2.595500e-03,2.720000,2.595500e-03,0.030000,2.595500e-03,4.320000,
2.596000e-03,2.720000,2.596000e-03,0.028000,2.596000e-03,4.320000,
2.596500e-03,2.720000,2.596500e-03,0.028000,2.596500e-03,4.320000,
2.597000e-03,2.720000,2.597000e-03,0.034000,2.597000e-03,4.320000,
2.597500e-03,2.720000,2.597500e-03,0.026000,2.597500e-03,4.320000,
2.598000e-03,2.720000,2.598000e-03,0.030000,2.598000e-03,4.320000,
2.598500e-03,2.720000,2.598500e-03,0.026000,2.598500e-03,4.320000,
2.599000e-03,2.720000,2.599000e-03,0.028000,2.599000e-03,4.320000,
2.599500e-03,2.720000,2.599500e-03,0.022000,2.599500e-03,4.320000,
