Type;FSVR-7;
Version;2.23 SP1;
Date;21.Sep 21;
Mode;ANALYZER;
Center Freq;126781.200000;Hz
Freq Offset;0.000000;Hz
Span;100.000000;Hz
x-Axis;LIN;
Start;126731.200000;Hz
Stop;126831.200000;Hz
Ref Level;-92.300000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;20.000000;dB
Rf Att;0.000000;dB
El Att;0.000000;dB
RBW;1.000000;Hz
VBW;1.000000;Hz
SWT;1.894590;s
Trace Mode;VIEW;
Detector;SAMPLE;
Sweep Count;0;
Trace 2:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
Values;32001;
126731.2;-106.73484802246094;
126731.203125;-106.73300933837891;
126731.20625;-106.73110198974609;
126731.20937500001;-106.72913360595703;
126731.21250000001;-106.72704315185547;
126731.21562500001;-106.72483062744141;
126731.21875000001;-106.72257995605469;
126731.22187500002;-106.72018432617187;
126731.22500000002;-106.71771240234375;
126731.22812500002;-106.71512603759766;
126731.23125000003;-106.71245574951172;
126731.23437500003;-106.70967102050781;
126731.23750000003;-106.70677185058594;
126731.24062500003;-106.70377349853516;
126731.24375000004;-106.70068359375;
126731.24687500004;-106.69745635986328;
126731.25000000004;-106.69415283203125;
126731.25312500005;-106.69075012207031;
126731.25625000005;-106.68722534179687;
126731.25937500005;-106.68362426757812;
126731.26250000006;-106.67992401123047;
126731.26562500006;-106.67610168457031;
126731.26875000006;-106.67223358154297;
126731.27187500006;-106.66825103759766;
126731.27500000007;-106.6641845703125;
126731.27812500007;-106.66004180908203;
126731.28125000007;-106.65579986572266;
126731.28437500008;-106.65149688720703;
126731.28750000008;-106.64712524414062;
126731.29062500008;-106.64267730712891;
126731.29375000008;-106.63816833496094;
126731.29687500009;-106.63358306884766;
126731.30000000009;-106.62895202636719;
126731.30312500009;-106.62425994873047;
126731.3062500001;-106.61949920654297;
126731.3093750001;-106.61471557617187;
126731.3125000001;-106.60986328125;
126731.3156250001;-106.60498809814453;
126731.31875000011;-106.60006713867187;
126731.32187500011;-106.59508514404297;
126731.32500000011;-106.59008026123047;
126731.32812500012;-106.5850830078125;
126731.33125000012;-106.58000183105469;
126731.33437500012;-106.57493591308594;
126731.33750000013;-106.56984710693359;
126731.34062500013;-106.56472778320312;
126731.34375000013;-106.55960083007812;
126731.34687500013;-106.55446624755859;
126731.35000000014;-106.54930877685547;
126731.35312500014;-106.54415130615234;
126731.35625000014;-106.53897857666016;
126731.35937500015;-106.53382110595703;
126731.36250000015;-106.52867889404297;
126731.36562500015;-106.52351379394531;
126731.36875000015;-106.51836395263672;
126731.37187500016;-106.51321411132812;
126731.37500000016;-106.50807952880859;
126731.37812500016;-106.50296020507812;
126731.38125000017;-106.49784851074219;
126731.38437500017;-106.49276733398437;
126731.38750000017;-106.48770141601562;
126731.39062500017;-106.48265075683594;
126731.39375000018;-106.47760009765625;
126731.39687500018;-106.47259521484375;
126731.40000000018;-106.46762084960937;
126731.40312500019;-106.46266937255859;
126731.40625000019;-106.45774078369141;
126731.40937500019;-106.45284271240234;
126731.41250000019;-106.44796752929687;
126731.4156250002;-106.44314575195312;
126731.4187500002;-106.43831634521484;
126731.4218750002;-106.43355560302734;
126731.42500000021;-106.42881774902344;
126731.42812500021;-106.42411041259766;
126731.43125000021;-106.41943359375;
126731.43437500022;-106.41478729248047;
126731.43750000022;-106.41020202636719;
126731.44062500022;-106.40564727783203;
126731.44375000022;-106.401123046875;
126731.44687500023;-106.39662170410156;
126731.45000000023;-106.39218139648437;
126731.45312500023;-106.38779449462891;
126731.45625000024;-106.38340759277344;
126731.45937500024;-106.37908935546875;
126731.46250000024;-106.37480163574219;
126731.46562500024;-106.37054443359375;
126731.46875000025;-106.36634826660156;
126731.47187500025;-106.36215972900391;
126731.47500000025;-106.3580322265625;
126731.47812500026;-106.35394287109375;
126731.48125000026;-106.34986877441406;
126731.48437500026;-106.34586334228516;
126731.48750000026;-106.34188842773437;
126731.49062500027;-106.33793640136719;
126731.49375000027;-106.33403015136719;
126731.49687500027;-106.33017730712891;
126731.50000000028;-106.32633972167969;
126731.50312500028;-106.32252502441406;
126731.50625000028;-106.31877136230469;
126731.50937500029;-106.31503295898437;
126731.51250000029;-106.31134796142578;
126731.51562500029;-106.30767059326172;
126731.51875000029;-106.30403137207031;
126731.5218750003;-106.30043029785156;
126731.5250000003;-106.29682159423828;
126731.5281250003;-106.29326629638672;
126731.53125000031;-106.28973388671875;
126731.53437500031;-106.28620910644531;
126731.53750000031;-106.28269958496094;
126731.54062500031;-106.27922058105469;
126731.54375000032;-106.27574157714844;
126731.54687500032;-106.27227020263672;
126731.55000000032;-106.26883697509766;
126731.55312500033;-106.26537322998047;
126731.55625000033;-106.26194000244141;
126731.55937500033;-106.25848388671875;
126731.56250000033;-106.25504302978516;
126731.56562500034;-106.25159454345703;
126731.56875000034;-106.24811553955078;
126731.57187500034;-106.24462890625;
126731.57500000035;-106.24113464355469;
126731.57812500035;-106.23764038085937;
126731.58125000035;-106.23406982421875;
126731.58437500036;-106.23051452636719;
126731.58750000036;-106.22691345214844;
126731.59062500036;-106.22327423095703;
126731.59375000036;-106.2196044921875;
126731.59687500037;-106.21591186523437;
126731.60000000037;-106.21215057373047;
126731.60312500037;-106.20835876464844;
126731.60625000038;-106.20449829101562;
126731.60937500038;-106.20058441162109;
126731.61250000038;-106.19663238525391;
126731.61562500038;-106.19261932373047;
126731.61875000039;-106.18855285644531;
126731.62187500039;-106.18440246582031;
126731.62500000039;-106.18022918701172;
126731.6281250004;-106.17597198486328;
126731.6312500004;-106.17166900634766;
126731.6343750004;-106.16728210449219;
126731.6375000004;-106.16282653808594;
126731.64062500041;-106.15833282470703;
126731.64375000041;-106.15377044677734;
126731.64687500041;-106.14915466308594;
126731.65000000042;-106.14448547363281;
126731.65312500042;-106.13974761962891;
126731.65625000042;-106.13497161865234;
126731.65937500042;-106.13013458251953;
126731.66250000043;-106.12525939941406;
126731.66562500043;-106.12033843994141;
126731.66875000043;-106.11538696289063;
126731.67187500044;-106.11039733886719;
126731.67500000044;-106.10538482666016;
126731.67812500044;-106.100341796875;
126731.68125000045;-106.09529113769531;
126731.68437500045;-106.0902099609375;
126731.68750000045;-106.08511352539062;
126731.69062500045;-106.08003234863281;
126731.69375000046;-106.07493591308594;
126731.69687500046;-106.06986999511719;
126731.70000000046;-106.06479644775391;
126731.70312500047;-106.05975341796875;
126731.70625000047;-106.05471801757812;
126731.70937500047;-106.04970550537109;
126731.71250000047;-106.04476165771484;
126731.71562500048;-106.03983306884766;
126731.71875000048;-106.03495025634766;
126731.72187500048;-106.03012084960937;
126731.72500000049;-106.02534484863281;
126731.72812500049;-106.02065277099609;
126731.73125000049;-106.0159912109375;
126731.73437500049;-106.01142883300781;
126731.7375000005;-106.00694274902344;
126731.7406250005;-106.00251007080078;
126731.7437500005;-105.99819946289062;
126731.74687500051;-105.99395751953125;
126731.75000000051;-105.98982238769531;
126731.75312500051;-105.98577117919922;
126731.75625000052;-105.98182678222656;
126731.75937500052;-105.97799682617187;
126731.76250000052;-105.97426605224609;
126731.76562500052;-105.97067260742187;
126731.76875000053;-105.96719360351562;
126731.77187500053;-105.96382904052734;
126731.77500000053;-105.96060943603516;
126731.77812500054;-105.95750427246094;
126731.78125000054;-105.95453643798828;
126731.78437500054;-105.95172119140625;
126731.78750000054;-105.94903564453125;
126731.79062500055;-105.94649505615234;
126731.79375000055;-105.944091796875;
126731.79687500055;-105.94184875488281;
126731.80000000056;-105.93978118896484;
126731.80312500056;-105.93783569335937;
126731.80625000056;-105.93605804443359;
126731.80937500056;-105.93446350097656;
126731.81250000057;-105.93302154541016;
126731.81562500057;-105.93174743652344;
126731.81875000057;-105.93064117431641;
126731.82187500058;-105.92972564697266;
126731.82500000058;-105.92896270751953;
126731.82812500058;-105.92837524414062;
126731.83125000058;-105.92799377441406;
126731.83437500059;-105.92778015136719;
126731.83750000059;-105.92775726318359;
126731.84062500059;-105.92793273925781;
126731.8437500006;-105.92828369140625;
126731.8468750006;-105.92882537841797;
126731.8500000006;-105.92955780029297;
126731.85312500061;-105.93049621582031;
126731.85625000061;-105.931640625;
126731.85937500061;-105.93296813964844;
126731.86250000061;-105.93452453613281;
126731.86562500062;-105.936279296875;
126731.86875000062;-105.938232421875;
126731.87187500062;-105.94037628173828;
126731.87500000063;-105.94277191162109;
126731.87812500063;-105.94535827636719;
126731.88125000063;-105.94816589355469;
126731.88437500063;-105.95119476318359;
126731.88750000064;-105.95444488525391;
126731.89062500064;-105.95789337158203;
126731.89375000064;-105.96158599853516;
126731.89687500065;-105.96548461914062;
126731.90000000065;-105.96963500976562;
126731.90312500065;-105.97397613525391;
126731.90625000065;-105.97859954833984;
126731.90937500066;-105.9833984375;
126731.91250000066;-105.98845672607422;
126731.91562500066;-105.99373626708984;
126731.91875000067;-105.99923706054687;
126731.92187500067;-106.00498199462891;
126731.92500000067;-106.01094818115234;
126731.92812500068;-106.01714324951172;
126731.93125000068;-106.02356719970703;
126731.93437500068;-106.03022003173828;
126731.93750000068;-106.03708648681641;
126731.94062500069;-106.04417419433594;
126731.94375000069;-106.05149078369141;
126731.94687500069;-106.05899810791016;
126731.9500000007;-106.06671142578125;
126731.9531250007;-106.07463073730469;
126731.9562500007;-106.08270263671875;
126731.9593750007;-106.09098052978516;
126731.96250000071;-106.09939575195312;
126731.96562500071;-106.10793304443359;
126731.96875000071;-106.11661529541016;
126731.97187500072;-106.12539672851562;
126731.97500000072;-106.13423156738281;
126731.97812500072;-106.14312744140625;
126731.98125000072;-106.15203857421875;
126731.98437500073;-106.16092681884766;
126731.98750000073;-106.16974639892578;
126731.99062500073;-106.17847442626953;
126731.99375000074;-106.18704223632812;
126731.99687500074;-106.19541931152344;
126732.00000000074;-106.20358276367187;
126732.00312500075;-106.21143341064453;
126732.00625000075;-106.21894073486328;
126732.00937500075;-106.22608947753906;
126732.01250000075;-106.23281097412109;
126732.01562500076;-106.23907470703125;
126732.01875000076;-106.24484252929687;
126732.02187500076;-106.2501220703125;
126732.02500000077;-106.25485229492187;
126732.02812500077;-106.25907897949219;
126732.03125000077;-106.2628173828125;
126732.03437500077;-106.26608276367187;
126732.03750000078;-106.26884460449219;
126732.04062500078;-106.27116394042969;
126732.04375000078;-106.27316284179687;
126732.04687500079;-106.27477264404297;
126732.05000000079;-106.27611541748047;
126732.05312500079;-106.2772216796875;
126732.05625000079;-106.27815246582031;
126732.0593750008;-106.27893829345703;
126732.0625000008;-106.27964019775391;
126732.0656250008;-106.28030395507812;
126732.06875000081;-106.28096008300781;
126732.07187500081;-106.28167724609375;
126732.07500000081;-106.282470703125;
126732.07812500081;-106.28337860107422;
126732.08125000082;-106.284423828125;
126732.08437500082;-106.28568267822266;
126732.08750000082;-106.28711700439453;
126732.09062500083;-106.28877258300781;
126732.09375000083;-106.29067230224609;
126732.09687500083;-106.29286193847656;
126732.10000000084;-106.29531860351562;
126732.10312500084;-106.29808044433594;
126732.10625000084;-106.3011474609375;
126732.10937500084;-106.30457305908203;
126732.11250000085;-106.308349609375;
126732.11562500085;-106.31249237060547;
126732.11875000085;-106.31702423095703;
126732.12187500086;-106.32195281982422;
126732.12500000086;-106.32730102539062;
126732.12812500086;-106.33308410644531;
126732.13125000086;-106.33933258056641;
126732.13437500087;-106.34603881835937;
126732.13750000087;-106.353271484375;
126732.14062500087;-106.36103057861328;
126732.14375000088;-106.36934661865234;
126732.14687500088;-106.37820434570312;
126732.15000000088;-106.38772583007812;
126732.15312500088;-106.39787292480469;
126732.15625000089;-106.40872955322266;
