ADC Channel - Charge distribution	Counts - Charge distribution
285,5	1312
286,5	1175
287,5	1061
288,5	949
289,5	874
290,5	780
291,5	718
292,5	673
293,5	590
294,5	529
295,5	510
296,5	491
297,5	460
298,5	417
299,5	413
300,5	375
301,5	374
302,5	360
303,5	340
304,5	332
305,5	329
306,5	319
307,5	324
308,5	312
309,5	320
310,5	320
311,5	297
312,5	270
313,5	284
314,5	306
315,5	274
316,5	259
317,5	305
318,5	280
319,5	247
320,5	248
321,5	246
322,5	230
323,5	278
324,5	240
325,5	231
326,5	244
327,5	230
328,5	217
329,5	222
330,5	222
331,5	209
332,5	217
333,5	213
334,5	222
335,5	213
336,5	227
337,5	208
338,5	210
339,5	241
340,5	190
341,5	213
342,5	216
343,5	215
344,5	206
345,5	211
346,5	190
347,5	205
348,5	199
349,5	213
350,5	228
351,5	234
352,5	221
353,5	282
354,5	248
355,5	288
356,5	276
357,5	276
358,5	299
359,5	322
360,5	385
361,5	407
362,5	439
363,5	458
364,5	488
365,5	549
366,5	582
367,5	621
368,5	761
369,5	816
370,5	843
371,5	991
372,5	981
373,5	1032
374,5	1151
375,5	1256
376,5	1355
377,5	1504
378,5	1553
379,5	1665
380,5	1773
381,5	1867
382,5	1904
383,5	1990
384,5	2074
385,5	2169
386,5	2210
387,5	2297
388,5	2271
389,5	2284
390,5	2287
391,5	2344
392,5	2252
393,5	2185
394,5	2307
395,5	2171
396,5	2173
397,5	2017
398,5	2029
399,5	1967
400,5	1863
401,5	1765
402,5	1698
403,5	1605
404,5	1600
405,5	1467
406,5	1263
407,5	1234
408,5	1068
409,5	1026
410,5	969
411,5	869
412,5	813
413,5	760
414,5	687
415,5	600
416,5	590
417,5	513
418,5	466
419,5	427
420,5	420
421,5	408
422,5	352
423,5	330
424,5	288
425,5	258
426,5	284
427,5	259
428,5	238
429,5	222
430,5	211
431,5	220
432,5	196
433,5	207
434,5	191
435,5	200
436,5	154
437,5	195
438,5	158
439,5	151
440,5	165
441,5	161
442,5	172
443,5	139
444,5	169
445,5	156
446,5	165
447,5	177
448,5	147
449,5	160
450,5	145
451,5	139
452,5	141
453,5	139
454,5	160
455,5	144
456,5	128
457,5	115
458,5	123
459,5	147
460,5	122
461,5	117
462,5	125
463,5	122
464,5	117
465,5	119
466,5	103
467,5	124
468,5	116
469,5	121
470,5	110
471,5	128
472,5	113
473,5	116
474,5	107
475,5	128
476,5	131
477,5	130
478,5	107
479,5	106
480,5	108
481,5	114
482,5	132
483,5	100
484,5	120
485,5	136
486,5	137
487,5	118
488,5	152
489,5	142
490,5	161
491,5	177
492,5	173
493,5	192
494,5	206
495,5	225
496,5	237
497,5	235
498,5	255
499,5	264
500,5	328
501,5	301
502,5	352
503,5	367
504,5	402
505,5	429
506,5	445
507,5	449
508,5	495
509,5	535
510,5	537
511,5	576
512,5	558
513,5	607
514,5	627
515,5	641
516,5	708
517,5	714
518,5	692
519,5	696
520,5	699
521,5	711
522,5	764
523,5	691
524,5	710
525,5	696
526,5	634
527,5	671
528,5	644
529,5	616
530,5	572
531,5	580
532,5	538
533,5	521
534,5	503
535,5	473
536,5	412
537,5	452
538,5	401
539,5	360
540,5	343
541,5	324
542,5	312
543,5	327
544,5	260
545,5	234
546,5	241
547,5	185
548,5	170
549,5	164
550,5	159
551,5	137
552,5	138
553,5	119
554,5	110
555,5	124
556,5	121
557,5	95
558,5	97
559,5	102
560,5	94
561,5	91
562,5	93
563,5	81
564,5	96
565,5	76
566,5	70
567,5	72
568,5	84
569,5	65
570,5	80
571,5	72
572,5	64
573,5	72
574,5	57
575,5	64
576,5	64
577,5	45
578,5	57
579,5	63
580,5	54
581,5	56
582,5	57
583,5	64
584,5	54
585,5	50
586,5	73
587,5	56
588,5	56
589,5	66
590,5	44
591,5	52
592,5	53
593,5	49
594,5	50
595,5	55
596,5	56
597,5	34
598,5	54
599,5	58
600,5	42
601,5	46
602,5	49
603,5	45
604,5	44
605,5	44
606,5	45
607,5	44
608,5	32
609,5	31
610,5	40
611,5	48
612,5	38
613,5	53
614,5	46
615,5	37
616,5	44
617,5	51
618,5	47
619,5	53
620,5	71
621,5	55
622,5	52
623,5	67
624,5	61
625,5	73
626,5	77
627,5	79
628,5	72
629,5	82
630,5	84
631,5	107
632,5	97
633,5	129
634,5	98
635,5	123
636,5	110
637,5	126
638,5	122
639,5	163
640,5	156
641,5	151
642,5	125
643,5	154
644,5	163
645,5	161
646,5	207
647,5	145
648,5	193
649,5	195
650,5	203
651,5	173
652,5	173
653,5	185
654,5	179
655,5	203
656,5	160
657,5	159
658,5	161
659,5	185
660,5	178
661,5	151
662,5	136
663,5	137
664,5	140
665,5	148
666,5	112
667,5	125
668,5	121
669,5	111
670,5	98
671,5	98
672,5	104
673,5	89
674,5	85
675,5	60
676,5	57
677,5	59
678,5	64
679,5	57
680,5	63
681,5	50
682,5	54
683,5	47
684,5	51
685,5	26
686,5	24
687,5	40
688,5	38
689,5	30
690,5	32
691,5	36
692,5	24
693,5	20
694,5	38
695,5	23
696,5	19
697,5	22
698,5	30
699,5	16
700,5	24
701,5	20
702,5	29
703,5	18
704,5	18
705,5	31
706,5	21
707,5	21
708,5	20
709,5	21
710,5	26
711,5	24
712,5	20
713,5	10
714,5	25
715,5	18
716,5	16
717,5	21
718,5	19
719,5	18
720,5	21
721,5	16
722,5	9
723,5	14
724,5	20
725,5	21
726,5	25
727,5	18
728,5	11
729,5	10
730,5	12
731,5	16
732,5	24
733,5	16
734,5	17
735,5	10
736,5	19
737,5	7
738,5	7
739,5	15
740,5	15
741,5	13
742,5	14
743,5	16
744,5	18
745,5	15
746,5	19
747,5	15
748,5	11
749,5	21
750,5	14
751,5	15
752,5	12
753,5	12
754,5	19
755,5	20
756,5	21
757,5	18
758,5	21
759,5	26
760,5	23
761,5	20
762,5	34
763,5	23
764,5	30
765,5	23
766,5	33
767,5	27
768,5	36
769,5	44
770,5	28
771,5	39
772,5	32
773,5	42
774,5	27
775,5	53
776,5	29
777,5	45
778,5	50
779,5	46
780,5	37
781,5	41
782,5	35
783,5	37
784,5	32
785,5	43
786,5	36
787,5	41
788,5	31
789,5	35
790,5	36
791,5	26
792,5	39
793,5	36
794,5	32
795,5	19
796,5	26
797,5	29
798,5	25
799,5	23
800,5	20
801,5	22
802,5	19
803,5	16
804,5	12
805,5	16
806,5	10
807,5	11
808,5	16
809,5	23
810,5	13
811,5	17
812,5	12
813,5	17
814,5	7
815,5	13
816,5	9
817,5	6
818,5	9
819,5	7
820,5	10
821,5	11
822,5	10
823,5	11
824,5	9
825,5	8
826,5	9
827,5	13
828,5	9
829,5	9
830,5	6
831,5	7
832,5	7
833,5	2
834,5	5
835,5	7
836,5	4
837,5	5
838,5	4
839,5	3
840,5	3
841,5	9
842,5	4
843,5	2
844,5	5
845,5	3
846,5	3
847,5	3
848,5	4
849,5	6
850,5	11
851,5	9
853,5	8
854,5	4
855,5	6
856,5	5
857,5	7
858,5	9
859,5	1
860,5	2
861,5	6
862,5	1
864,5	3
865,5	7
866,5	5
867,5	5
868,5	4
869,5	5
870,5	2
871,5	2
872,5	6
873,5	4
874,5	7
875,5	1
876,5	5
877,5	5
878,5	7
879,5	3
880,5	8
881,5	2
882,5	4
883,5	2
884,5	7
885,5	7
886,5	5
887,5	4
888,5	5
889,5	6
890,5	8
891,5	1
892,5	6
893,5	10
894,5	7
895,5	8
896,5	7
897,5	8
898,5	8
899,5	9
900,5	3
901,5	8
902,5	7
903,5	8
904,5	9
905,5	12
906,5	3
907,5	6
908,5	2
909,5	9
910,5	11
911,5	4
912,5	7
913,5	6
914,5	6
915,5	3
916,5	9
917,5	8
918,5	12
919,5	8
920,5	4
921,5	5
922,5	4
923,5	4
924,5	5
925,5	6
926,5	10
927,5	10
928,5	7
929,5	6
930,5	8
931,5	7
932,5	5
933,5	5
934,5	1
935,5	4
936,5	3
937,5	5
938,5	5
939,5	4
940,5	3
943,5	2
944,5	3
945,5	3
946,5	3
947,5	2
948,5	1
949,5	1
950,5	1
951,5	1
952,5	1
953,5	3
954,5	1
955,5	1
956,5	2
957,5	1
958,5	3
959,5	2
961,5	1
962,5	4
963,5	1
965,5	2
966,5	6
967,5	1
968,5	1
969,5	2
970,5	1
971,5	1
972,5	1
973,5	1
974,5	2
975,5	4
977,5	1
978,5	2
979,5	3
980,5	1
981,5	1
982,5	1
985,5	2
986,5	1
987,5	2
988,5	3
989,5	2
990,5	1
993,5	2
995,5	1
996,5	1
997,5	1
998,5	1
1000,5	2
1001,5	2
1004,5	1
1006,5	1
1007,5	2
1008,5	1
1010,5	1
1011,5	1
1016,5	2
1017,5	2
1018,5	1
1019,5	2
1020,5	1
1024,5	2
1027,5	1
1028,5	1
1029,5	3
1030,5	1
1033,5	4
1034,5	1
1036,5	2
1037,5	2
1038,5	1
1039,5	1
1040,5	1
1041,5	1
1044,5	5
1045,5	3
1046,5	2
1047,5	1
1049,5	2
1050,5	1
1051,5	2
1053,5	3
1054,5	1
1057,5	1
1058,5	2
1059,5	1
1061,5	1
1064,5	2
1065,5	2
1066,5	1
1067,5	1
1070,5	1
1072,5	1
1074,5	1
1076,5	1
1082,5	1
1095,5	1
1096,5	2
1100,5	1
1105,5	1
1115,5	2
1139,5	1
1141,5	1
1145,5	1
1149,5	1
1154,5	1
1161,5	1
1162,5	2
1164,5	1
1165,5	1
1168,5	1
1169,5	1
1170,5	1
1174,5	1
1176,5	1
1177,5	1
1191,5	1
1193,5	1
1198,5	1
1236,5	1
1256,5	1
1292,5	1
1346,5	1
1358,5	1
1379,5	1
1380,5	1
