ADC Channel - Charge distribution	Counts - Charge distribution
285,5	2717
286,5	2962
287,5	3196
288,5	3404
289,5	3639
290,5	4002
291,5	4151
292,5	4469
293,5	4705
294,5	4811
295,5	5070
296,5	5261
297,5	5540
298,5	5548
299,5	5671
300,5	5636
301,5	5692
302,5	5737
303,5	5611
304,5	5746
305,5	5442
306,5	5390
307,5	5163
308,5	5230
309,5	4899
310,5	4683
311,5	4342
312,5	4150
313,5	3955
314,5	3681
315,5	3368
316,5	3202
317,5	3017
318,5	2821
319,5	2553
320,5	2315
321,5	2187
322,5	1951
323,5	1840
324,5	1598
325,5	1521
326,5	1268
327,5	1253
328,5	1140
329,5	1066
330,5	891
331,5	903
332,5	813
333,5	762
334,5	742
335,5	645
336,5	580
337,5	557
338,5	544
339,5	459
340,5	452
341,5	461
342,5	440
343,5	417
344,5	433
345,5	410
346,5	348
347,5	372
348,5	404
349,5	376
350,5	335
351,5	379
352,5	364
353,5	341
354,5	341
355,5	354
356,5	359
357,5	364
358,5	325
359,5	318
360,5	322
361,5	322
362,5	299
363,5	340
364,5	349
365,5	296
366,5	303
367,5	319
368,5	274
369,5	319
370,5	296
371,5	251
372,5	298
373,5	288
374,5	275
375,5	274
376,5	250
377,5	280
378,5	254
379,5	274
380,5	255
381,5	244
382,5	252
383,5	252
384,5	263
385,5	246
386,5	240
387,5	241
388,5	220
389,5	202
390,5	232
391,5	211
392,5	224
393,5	238
394,5	248
395,5	218
396,5	214
397,5	235
398,5	220
399,5	221
400,5	233
401,5	205
402,5	241
403,5	216
404,5	218
405,5	210
406,5	197
407,5	210
408,5	187
409,5	247
410,5	198
411,5	260
412,5	238
413,5	254
414,5	250
415,5	281
416,5	264
417,5	289
418,5	308
419,5	311
420,5	354
421,5	406
422,5	391
423,5	427
424,5	497
425,5	558
426,5	579
427,5	583
428,5	658
429,5	709
430,5	807
431,5	879
432,5	933
433,5	1027
434,5	1081
435,5	1180
436,5	1251
437,5	1377
438,5	1436
439,5	1537
440,5	1641
441,5	1728
442,5	1810
443,5	1886
444,5	1897
445,5	1971
446,5	2162
447,5	2189
448,5	2226
449,5	2275
450,5	2245
451,5	2310
452,5	2262
453,5	2238
454,5	2245
455,5	2341
456,5	2176
457,5	2170
458,5	2106
459,5	2090
460,5	2055
461,5	1936
462,5	1801
463,5	1790
464,5	1679
465,5	1554
466,5	1531
467,5	1422
468,5	1345
469,5	1195
470,5	1148
471,5	1099
472,5	1012
473,5	975
474,5	866
475,5	753
476,5	696
477,5	663
478,5	662
479,5	595
480,5	547
481,5	514
482,5	475
483,5	437
484,5	380
485,5	371
486,5	379
487,5	339
488,5	301
489,5	306
490,5	329
491,5	294
492,5	269
493,5	268
494,5	266
495,5	283
496,5	254
497,5	250
498,5	221
499,5	243
500,5	212
501,5	196
502,5	192
503,5	205
504,5	220
505,5	207
506,5	216
507,5	202
508,5	219
509,5	185
510,5	200
511,5	207
512,5	207
513,5	172
514,5	184
515,5	181
516,5	170
517,5	192
518,5	177
519,5	185
520,5	186
521,5	184
522,5	145
523,5	193
524,5	194
525,5	186
526,5	189
527,5	172
528,5	163
529,5	148
530,5	164
531,5	167
532,5	146
533,5	167
534,5	177
535,5	143
536,5	136
537,5	140
538,5	137
539,5	146
540,5	155
541,5	147
542,5	150
543,5	155
544,5	120
545,5	136
546,5	140
547,5	133
548,5	123
549,5	138
550,5	121
551,5	128
552,5	121
553,5	139
554,5	128
555,5	120
556,5	125
557,5	104
558,5	126
559,5	121
560,5	114
561,5	119
562,5	121
563,5	129
564,5	117
565,5	142
566,5	154
567,5	144
568,5	151
569,5	181
570,5	196
571,5	204
572,5	174
573,5	173
574,5	198
575,5	189
576,5	243
577,5	248
578,5	240
579,5	298
580,5	301
581,5	311
582,5	349
583,5	389
584,5	414
585,5	419
586,5	416
587,5	428
588,5	506
589,5	491
590,5	537
591,5	556
592,5	566
593,5	612
594,5	648
595,5	651
596,5	649
597,5	651
598,5	713
599,5	679
600,5	667
601,5	733
602,5	752
603,5	728
604,5	722
605,5	732
606,5	687
607,5	717
608,5	710
609,5	681
610,5	689
611,5	725
612,5	643
613,5	594
614,5	542
615,5	550
616,5	541
617,5	496
618,5	519
619,5	432
620,5	417
621,5	413
622,5	413
623,5	384
624,5	336
625,5	330
626,5	308
627,5	285
628,5	239
629,5	233
630,5	222
631,5	227
632,5	203
633,5	189
634,5	181
635,5	163
636,5	167
637,5	127
638,5	127
639,5	166
640,5	120
641,5	137
642,5	142
643,5	122
644,5	110
645,5	121
646,5	121
647,5	105
648,5	103
649,5	112
650,5	107
651,5	124
652,5	101
653,5	118
654,5	127
655,5	98
656,5	98
657,5	91
658,5	93
659,5	83
660,5	90
661,5	95
662,5	78
663,5	96
664,5	98
665,5	92
666,5	77
667,5	87
668,5	80
669,5	72
670,5	82
671,5	85
672,5	81
673,5	62
674,5	73
675,5	74
676,5	74
677,5	73
678,5	78
679,5	64
680,5	83
681,5	49
682,5	74
683,5	77
684,5	74
685,5	62
686,5	72
687,5	67
688,5	72
689,5	67
690,5	74
691,5	63
692,5	78
693,5	57
694,5	56
695,5	79
696,5	66
697,5	59
698,5	58
699,5	45
700,5	57
701,5	79
702,5	50
703,5	53
704,5	55
705,5	55
706,5	64
707,5	51
708,5	48
709,5	55
710,5	43
711,5	41
712,5	48
713,5	59
714,5	55
715,5	46
716,5	60
717,5	78
718,5	58
719,5	63
720,5	52
721,5	68
722,5	71
723,5	76
724,5	76
725,5	69
726,5	89
727,5	74
728,5	92
729,5	73
730,5	108
731,5	82
732,5	123
733,5	111
734,5	112
735,5	121
736,5	132
737,5	141
738,5	143
739,5	174
740,5	158
741,5	168
742,5	146
743,5	197
744,5	178
745,5	162
746,5	176
747,5	181
748,5	181
749,5	216
750,5	199
751,5	185
752,5	209
753,5	200
754,5	208
755,5	200
756,5	210
757,5	179
758,5	217
759,5	167
760,5	184
761,5	161
762,5	168
763,5	171
764,5	153
765,5	164
766,5	167
767,5	136
768,5	160
769,5	111
770,5	130
771,5	130
772,5	141
773,5	101
774,5	105
775,5	104
776,5	104
777,5	94
778,5	111
779,5	91
780,5	71
781,5	71
782,5	80
783,5	66
784,5	63
785,5	63
786,5	55
787,5	55
788,5	49
789,5	49
790,5	55
791,5	47
792,5	44
793,5	44
794,5	46
795,5	27
796,5	49
797,5	43
798,5	33
799,5	41
800,5	36
801,5	33
802,5	35
803,5	33
804,5	33
805,5	24
806,5	44
807,5	41
808,5	33
809,5	31
810,5	27
811,5	41
812,5	28
813,5	40
814,5	30
815,5	39
816,5	34
817,5	25
818,5	30
819,5	24
820,5	22
821,5	38
822,5	29
823,5	21
824,5	20
825,5	19
826,5	36
827,5	31
828,5	27
829,5	32
830,5	22
831,5	21
832,5	32
833,5	31
834,5	27
835,5	21
836,5	17
837,5	19
838,5	31
839,5	23
840,5	20
841,5	23
842,5	30
843,5	20
844,5	19
845,5	25
846,5	25
847,5	20
848,5	18
849,5	21
850,5	20
851,5	22
852,5	11
853,5	27
854,5	17
855,5	14
856,5	17
857,5	14
858,5	22
859,5	26
860,5	22
861,5	20
862,5	23
863,5	15
864,5	21
865,5	22
866,5	25
867,5	26
868,5	20
869,5	15
870,5	24
871,5	18
872,5	19
873,5	12
874,5	20
875,5	28
876,5	15
877,5	31
878,5	27
879,5	36
880,5	20
881,5	34
882,5	33
883,5	30
884,5	23
885,5	23
886,5	39
887,5	43
888,5	37
889,5	38
890,5	45
891,5	47
892,5	28
893,5	44
894,5	37
895,5	42
896,5	50
897,5	56
898,5	47
899,5	44
900,5	65
901,5	54
902,5	40
903,5	40
904,5	49
905,5	41
906,5	58
907,5	38
908,5	55
909,5	47
910,5	53
911,5	49
912,5	43
913,5	44
914,5	52
915,5	41
916,5	36
917,5	41
918,5	35
919,5	37
920,5	23
921,5	38
922,5	39
923,5	32
924,5	37
925,5	38
926,5	32
927,5	32
928,5	29
929,5	26
930,5	16
931,5	24
932,5	22
933,5	17
934,5	18
935,5	14
936,5	19
937,5	11
938,5	12
939,5	16
940,5	16
941,5	10
942,5	12
943,5	11
944,5	11
945,5	12
946,5	8
947,5	12
948,5	12
949,5	8
950,5	20
951,5	10
952,5	9
953,5	11
954,5	9
955,5	12
956,5	15
957,5	12
958,5	9
959,5	8
960,5	8
961,5	12
962,5	11
963,5	3
964,5	15
965,5	13
966,5	10
967,5	5
968,5	12
969,5	5
970,5	7
971,5	11
972,5	8
973,5	4
974,5	15
975,5	6
976,5	7
977,5	9
978,5	8
979,5	9
980,5	6
981,5	9
982,5	3
983,5	8
984,5	8
985,5	2
986,5	7
987,5	9
988,5	6
989,5	4
990,5	5
991,5	9
992,5	6
993,5	8
994,5	8
995,5	8
996,5	5
997,5	3
998,5	11
999,5	3
1000,5	13
1001,5	5
1002,5	6
1003,5	12
1004,5	7
1005,5	8
1006,5	14
1007,5	6
1008,5	9
1009,5	3
1010,5	6
1011,5	1
1012,5	8
1013,5	4
1014,5	4
1015,5	7
1016,5	5
1017,5	5
1018,5	3
1019,5	6
1020,5	1
1021,5	5
1022,5	5
1023,5	6
1024,5	10
1025,5	10
1026,5	10
1027,5	5
1028,5	8
1029,5	6
1030,5	10
1031,5	6
1032,5	6
1033,5	4
1034,5	7
1035,5	6
1036,5	6
1037,5	13
1038,5	7
1039,5	9
1040,5	6
1041,5	12
1042,5	10
1043,5	8
1044,5	13
1045,5	10
1046,5	14
1047,5	19
1048,5	11
1049,5	7
1050,5	11
1051,5	14
1052,5	12
1053,5	15
1054,5	9
1055,5	13
1056,5	6
1057,5	14
1058,5	11
1059,5	14
1060,5	9
1061,5	10
1062,5	9
1063,5	5
1064,5	9
1065,5	4
1066,5	7
1067,5	6
1068,5	9
1069,5	10
1070,5	5
1071,5	3
1072,5	7
1073,5	6
1074,5	4
1075,5	6
1076,5	8
1077,5	6
1078,5	4
1079,5	5
1080,5	5
1081,5	6
1082,5	5
1083,5	7
1084,5	5
1085,5	2
1086,5	5
1087,5	3
1088,5	4
1089,5	2
1090,5	4
1091,5	4
1092,5	2
1093,5	1
1094,5	5
1095,5	5
1096,5	3
1097,5	1
1098,5	1
1099,5	5
1100,5	2
1101,5	1
1102,5	6
1103,5	2
1104,5	2
1105,5	3
1106,5	4
1107,5	2
1108,5	5
1109,5	1
1110,5	7
1111,5	1
1112,5	2
1113,5	2
1114,5	3
1115,5	3
1116,5	2
1117,5	2
1118,5	3
1119,5	2
1120,5	4
1122,5	2
1123,5	2
1124,5	1
1125,5	1
1126,5	1
1127,5	4
1128,5	2
1129,5	2
1130,5	4
1131,5	3
1132,5	3
1133,5	1
1134,5	1
1135,5	2
1136,5	1
1137,5	1
1138,5	2
1139,5	2
1140,5	1
1141,5	2
1142,5	3
1143,5	2
1144,5	4
1145,5	1
1146,5	1
1147,5	1
1149,5	2
1150,5	2
1151,5	1
1152,5	1
1154,5	1
1155,5	1
1156,5	1
1159,5	2
1160,5	1
1161,5	1
1162,5	5
1163,5	5
1164,5	2
1166,5	2
1168,5	3
1169,5	3
1171,5	2
1172,5	1
1173,5	3
1174,5	2
1175,5	1
1176,5	4
1178,5	1
1179,5	5
1180,5	2
1181,5	3
1182,5	2
1183,5	3
1184,5	2
1187,5	1
1188,5	1
1189,5	2
1190,5	3
1192,5	5
1193,5	4
1194,5	3
1195,5	2
1197,5	3
1198,5	3
1199,5	4
1200,5	1
1201,5	2
1202,5	4
1204,5	2
1205,5	2
1206,5	5
1207,5	4
1208,5	1
1209,5	4
1210,5	3
1211,5	4
1212,5	3
1213,5	3
1214,5	1
1215,5	4
1216,5	5
1217,5	2
1218,5	5
1219,5	2
1220,5	3
1221,5	1
1222,5	1
1223,5	2
1226,5	2
1230,5	2
1231,5	1
1232,5	2
1233,5	1
1235,5	1
1236,5	1
1237,5	2
1238,5	1
1240,5	1
1241,5	2
1243,5	1
1244,5	1
1245,5	1
1246,5	1
1247,5	1
1249,5	1
1251,5	2
1252,5	1
1255,5	2
1259,5	2
1260,5	1
1261,5	1
1262,5	2
1264,5	1
1265,5	2
1267,5	1
1268,5	1
1269,5	2
1270,5	1
1271,5	1
1274,5	1
1275,5	1
1277,5	1
1278,5	1
1287,5	1
1291,5	1
1295,5	1
1298,5	1
1303,5	1
1307,5	1
1309,5	1
1321,5	1
1330,5	2
1332,5	2
1339,5	2
1345,5	3
1347,5	1
1348,5	2
1354,5	1
1355,5	1
1360,5	1
1364,5	1
1367,5	1
1369,5	1
1373,5	2
1375,5	1
1377,5	2
1385,5	1
1387,5	1
1391,5	1
1392,5	1
1393,5	1
1401,5	1
1404,5	1
1408,5	1
1410,5	1
1417,5	1
1421,5	1
1436,5	1
1456,5	1
1460,5	1
1467,5	1
1474,5	1
1482,5	1
1535,5	1
1552,5	1
1555,5	1
1559,5	1
1627,5	1
1707,5	1
