ADC Channel - Charge distribution	Counts - Charge distribution
201,5	2213
202,5	2404
203,5	2767
204,5	3011
205,5	3234
206,5	3435
207,5	3872
208,5	3967
209,5	4455
210,5	4651
211,5	4855
212,5	5221
213,5	5332
214,5	5619
215,5	5781
216,5	5867
217,5	5753
218,5	6123
219,5	6091
220,5	6090
221,5	5923
222,5	5970
223,5	5712
224,5	5775
225,5	5257
226,5	5195
227,5	4938
228,5	4693
229,5	4472
230,5	4172
231,5	3879
232,5	3641
233,5	3298
234,5	2969
235,5	2823
236,5	2497
237,5	2293
238,5	2031
239,5	1916
240,5	1688
241,5	1539
242,5	1425
243,5	1213
244,5	1091
245,5	990
246,5	874
247,5	843
248,5	750
249,5	649
250,5	554
251,5	536
252,5	492
253,5	463
254,5	428
255,5	361
256,5	373
257,5	357
258,5	355
259,5	330
260,5	274
261,5	253
262,5	268
263,5	211
264,5	240
265,5	260
266,5	255
267,5	227
268,5	228
269,5	224
270,5	206
271,5	209
272,5	211
273,5	206
274,5	202
275,5	227
276,5	215
277,5	212
278,5	206
279,5	215
280,5	199
281,5	204
282,5	178
283,5	205
284,5	196
285,5	190
286,5	187
287,5	212
288,5	208
289,5	244
290,5	212
291,5	212
292,5	208
293,5	237
294,5	237
295,5	247
296,5	278
297,5	293
298,5	297
299,5	372
300,5	379
301,5	395
302,5	424
303,5	481
304,5	517
305,5	593
306,5	606
307,5	686
308,5	751
309,5	800
310,5	859
311,5	984
312,5	1010
313,5	1139
314,5	1251
315,5	1392
316,5	1433
317,5	1582
318,5	1628
319,5	1661
320,5	1828
321,5	1817
322,5	1974
323,5	2063
324,5	2120
325,5	2244
326,5	2169
327,5	2161
328,5	2145
329,5	2244
330,5	2174
331,5	2156
332,5	2112
333,5	2101
334,5	2079
335,5	1977
336,5	2003
337,5	1854
338,5	1749
339,5	1720
340,5	1567
341,5	1512
342,5	1402
343,5	1263
344,5	1276
345,5	1038
346,5	1000
347,5	953
348,5	854
349,5	821
350,5	696
351,5	646
352,5	597
353,5	554
354,5	519
355,5	425
356,5	392
357,5	398
358,5	339
359,5	327
360,5	289
361,5	278
362,5	241
363,5	211
364,5	188
365,5	181
366,5	169
367,5	183
368,5	147
369,5	155
370,5	175
371,5	133
372,5	140
373,5	128
374,5	124
375,5	117
376,5	113
377,5	131
378,5	98
379,5	126
380,5	107
381,5	111
382,5	113
383,5	110
384,5	113
385,5	93
386,5	106
387,5	115
388,5	98
389,5	88
390,5	89
391,5	102
392,5	114
393,5	90
394,5	102
395,5	84
396,5	100
397,5	98
398,5	94
399,5	107
400,5	100
401,5	106
402,5	126
403,5	123
404,5	116
405,5	131
406,5	134
407,5	134
408,5	140
409,5	137
410,5	153
411,5	154
412,5	163
413,5	197
414,5	171
415,5	193
416,5	222
417,5	262
418,5	242
419,5	280
420,5	317
421,5	310
422,5	328
423,5	389
424,5	445
425,5	416
426,5	453
427,5	472
428,5	458
429,5	511
430,5	518
431,5	548
432,5	560
433,5	621
434,5	568
435,5	606
436,5	622
437,5	586
438,5	625
439,5	621
440,5	582
441,5	635
442,5	623
443,5	602
444,5	603
445,5	563
446,5	547
447,5	534
448,5	522
449,5	470
450,5	466
451,5	461
452,5	412
453,5	360
454,5	353
455,5	325
456,5	297
457,5	234
458,5	259
459,5	237
460,5	206
461,5	239
462,5	179
463,5	176
464,5	156
465,5	152
466,5	130
467,5	142
468,5	103
469,5	116
470,5	95
471,5	88
472,5	71
473,5	86
474,5	78
475,5	64
476,5	68
477,5	76
478,5	59
479,5	61
480,5	51
481,5	51
482,5	62
483,5	40
484,5	55
485,5	40
486,5	47
487,5	46
488,5	39
489,5	44
490,5	37
491,5	39
492,5	43
493,5	40
494,5	39
495,5	35
496,5	47
497,5	33
498,5	37
499,5	33
500,5	37
501,5	31
502,5	36
503,5	37
504,5	26
505,5	31
506,5	37
507,5	34
508,5	43
509,5	34
510,5	44
511,5	28
512,5	39
513,5	29
514,5	48
515,5	33
516,5	36
517,5	38
518,5	44
519,5	47
520,5	57
521,5	36
522,5	57
523,5	55
524,5	56
525,5	86
526,5	70
527,5	70
528,5	83
529,5	64
530,5	79
531,5	99
532,5	84
533,5	85
534,5	116
535,5	115
536,5	104
537,5	137
538,5	125
539,5	124
540,5	143
541,5	131
542,5	143
543,5	117
544,5	178
545,5	152
546,5	137
547,5	143
548,5	140
549,5	162
550,5	153
551,5	147
552,5	119
553,5	131
554,5	132
555,5	142
556,5	130
557,5	119
558,5	133
559,5	112
560,5	114
561,5	100
562,5	91
563,5	92
564,5	94
565,5	93
566,5	77
567,5	56
568,5	78
569,5	62
570,5	48
571,5	56
572,5	50
573,5	63
574,5	47
575,5	40
576,5	27
577,5	34
578,5	32
579,5	31
580,5	26
581,5	24
582,5	19
583,5	20
584,5	25
585,5	28
586,5	17
587,5	28
588,5	18
589,5	20
590,5	20
591,5	19
592,5	15
593,5	16
594,5	17
595,5	14
596,5	13
597,5	12
598,5	12
599,5	9
600,5	15
601,5	6
602,5	13
603,5	10
604,5	7
605,5	13
606,5	16
607,5	9
608,5	9
609,5	12
610,5	10
611,5	11
612,5	15
613,5	13
614,5	8
615,5	11
616,5	13
617,5	15
618,5	10
619,5	9
620,5	12
621,5	11
622,5	13
623,5	12
624,5	15
625,5	13
626,5	14
627,5	23
628,5	11
629,5	15
630,5	13
631,5	12
632,5	9
633,5	6
634,5	13
635,5	12
636,5	16
637,5	15
638,5	15
639,5	22
640,5	10
641,5	26
642,5	21
643,5	21
644,5	28
645,5	30
646,5	18
647,5	29
648,5	39
649,5	32
650,5	31
651,5	21
652,5	26
653,5	27
654,5	33
655,5	34
656,5	28
657,5	40
658,5	27
659,5	30
660,5	29
661,5	24
662,5	35
663,5	32
664,5	34
665,5	24
666,5	33
667,5	21
668,5	15
669,5	26
670,5	23
671,5	18
672,5	21
673,5	22
674,5	15
675,5	13
676,5	17
677,5	15
678,5	10
679,5	13
680,5	17
681,5	8
682,5	15
683,5	7
684,5	9
685,5	9
686,5	8
687,5	8
688,5	4
689,5	5
690,5	5
691,5	10
692,5	2
693,5	10
694,5	6
695,5	4
696,5	4
697,5	5
698,5	7
699,5	5
700,5	2
701,5	2
702,5	3
703,5	10
704,5	3
705,5	3
706,5	6
707,5	2
708,5	2
709,5	1
710,5	3
711,5	2
712,5	3
713,5	2
714,5	3
715,5	5
716,5	3
718,5	2
719,5	2
720,5	2
721,5	1
722,5	3
723,5	4
724,5	1
725,5	3
726,5	4
727,5	2
728,5	4
729,5	6
730,5	1
731,5	1
733,5	1
734,5	1
735,5	1
736,5	3
737,5	2
738,5	1
739,5	4
740,5	1
741,5	5
742,5	5
743,5	1
744,5	5
745,5	4
746,5	2
747,5	4
748,5	4
749,5	3
750,5	1
751,5	3
752,5	5
753,5	4
754,5	6
755,5	7
756,5	4
757,5	5
758,5	5
759,5	7
760,5	4
761,5	5
762,5	2
763,5	5
764,5	3
765,5	5
766,5	3
767,5	7
768,5	9
769,5	4
770,5	7
771,5	6
772,5	5
773,5	5
774,5	4
775,5	2
776,5	3
777,5	4
778,5	6
779,5	3
780,5	5
781,5	3
782,5	8
783,5	7
784,5	3
785,5	3
786,5	2
787,5	1
788,5	1
789,5	2
790,5	5
791,5	3
792,5	1
793,5	1
794,5	2
795,5	3
797,5	1
798,5	1
800,5	1
801,5	1
802,5	2
803,5	1
804,5	1
805,5	1
806,5	1
807,5	1
808,5	2
809,5	1
813,5	2
814,5	1
817,5	1
818,5	1
819,5	1
821,5	1
823,5	1
827,5	1
829,5	1
831,5	2
833,5	1
835,5	1
837,5	2
845,5	2
846,5	1
847,5	1
849,5	2
850,5	1
851,5	1
852,5	1
853,5	1
855,5	2
857,5	2
859,5	1
867,5	1
868,5	1
870,5	2
872,5	3
873,5	1
874,5	1
875,5	1
876,5	1
877,5	1
878,5	2
880,5	4
883,5	1
888,5	1
889,5	1
890,5	1
891,5	1
894,5	2
895,5	4
898,5	1
901,5	1
903,5	1
910,5	1
922,5	1
930,5	1
971,5	1
973,5	1
979,5	1
985,5	2
989,5	1
992,5	1
1007,5	2
1056,5	1
1087,5	1
1097,5	1
1103,5	1
