ADC Channel - Charge distribution	Counts - Charge distribution
198,5	1406
199,5	1446
200,5	1499
201,5	1494
202,5	1513
203,5	1537
204,5	1454
205,5	1479
206,5	1402
207,5	1442
208,5	1371
209,5	1275
210,5	1242
211,5	1153
212,5	1174
213,5	1026
214,5	981
215,5	866
216,5	804
217,5	766
218,5	679
219,5	618
220,5	552
221,5	490
222,5	443
223,5	408
224,5	373
225,5	302
226,5	283
227,5	293
228,5	228
229,5	197
230,5	172
231,5	166
232,5	150
233,5	119
234,5	127
235,5	122
236,5	96
237,5	120
238,5	107
239,5	99
240,5	99
241,5	77
242,5	99
243,5	78
244,5	77
245,5	106
246,5	97
247,5	104
248,5	115
249,5	130
250,5	128
251,5	145
252,5	134
253,5	177
254,5	154
255,5	160
256,5	180
257,5	235
258,5	254
259,5	221
260,5	242
261,5	270
262,5	287
263,5	308
264,5	308
265,5	280
266,5	333
267,5	330
268,5	344
269,5	349
270,5	331
271,5	331
272,5	300
273,5	329
274,5	318
275,5	324
276,5	263
277,5	277
278,5	252
279,5	240
280,5	217
281,5	233
282,5	219
283,5	194
284,5	173
285,5	154
286,5	131
287,5	147
288,5	113
289,5	121
290,5	122
291,5	96
292,5	94
293,5	96
294,5	59
295,5	59
296,5	63
297,5	50
298,5	34
299,5	32
300,5	42
301,5	34
302,5	31
303,5	26
304,5	27
305,5	21
306,5	34
307,5	29
308,5	16
309,5	20
310,5	20
311,5	19
312,5	20
313,5	14
314,5	25
315,5	23
316,5	22
317,5	35
318,5	40
319,5	37
320,5	43
321,5	40
322,5	36
323,5	41
324,5	37
325,5	30
326,5	52
327,5	38
328,5	46
329,5	51
330,5	57
331,5	49
332,5	60
333,5	56
334,5	37
335,5	52
336,5	50
337,5	50
338,5	70
339,5	47
340,5	68
341,5	59
342,5	54
343,5	58
344,5	64
345,5	47
346,5	64
347,5	36
348,5	50
349,5	35
350,5	47
351,5	35
352,5	22
353,5	32
354,5	32
355,5	26
356,5	28
357,5	24
358,5	25
359,5	25
360,5	18
361,5	8
362,5	11
363,5	15
364,5	15
365,5	13
366,5	9
367,5	8
368,5	7
369,5	9
370,5	6
371,5	13
372,5	8
373,5	7
374,5	4
375,5	6
376,5	6
377,5	4
378,5	5
379,5	5
380,5	9
381,5	3
382,5	7
383,5	8
384,5	3
385,5	7
386,5	7
387,5	5
388,5	5
389,5	7
390,5	7
391,5	8
392,5	4
393,5	7
394,5	6
395,5	10
396,5	3
397,5	5
398,5	4
399,5	8
400,5	8
401,5	14
402,5	7
403,5	16
404,5	12
405,5	11
406,5	8
407,5	7
408,5	2
409,5	7
410,5	8
411,5	9
412,5	11
413,5	6
414,5	10
415,5	9
416,5	2
417,5	7
418,5	5
419,5	3
420,5	6
421,5	3
422,5	2
423,5	4
424,5	2
425,5	3
426,5	3
427,5	4
428,5	3
429,5	1
430,5	1
431,5	4
433,5	1
434,5	2
435,5	2
436,5	1
437,5	3
439,5	1
441,5	1
442,5	1
443,5	1
444,5	1
447,5	1
449,5	1
450,5	3
451,5	1
452,5	1
453,5	2
455,5	2
458,5	1
459,5	1
461,5	1
463,5	4
464,5	2
465,5	2
466,5	2
467,5	1
468,5	1
469,5	1
470,5	1
472,5	2
473,5	1
475,5	1
476,5	1
477,5	2
478,5	1
479,5	1
480,5	2
482,5	1
483,5	2
484,5	1
485,5	3
486,5	1
487,5	2
488,5	2
489,5	1
493,5	2
495,5	1
498,5	2
499,5	1
532,5	1
543,5	1
555,5	2
568,5	1
615,5	1
634,5	1
